step,node,omega_dimless,phi,spin,omega_obs_Hz,phi_obs_rad
4700,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4700,1,-0.00004785,6.282482062688,1,-1.450069e+23,-0.000703244492
4700,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4700,3,0.00004785,4.189493449278,1,-1.449931e+23,-2.093691857901
4750,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4750,1,-0.00004789,6.282482852918,1,-1.450069e+23,-0.000702454261
4750,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4750,3,0.00004789,4.189492659048,1,-1.449931e+23,-2.093692648132
4800,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4800,1,-0.00004793,6.282483642261,1,-1.450070e+23,-0.000701664918
4800,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4800,3,0.00004793,4.189491869705,1,-1.449930e+23,-2.093693437475
4850,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4850,1,-0.00004797,6.282484430718,1,-1.450070e+23,-0.000700876462
4850,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4850,3,0.00004797,4.189491081248,1,-1.449930e+23,-2.093694225932
4900,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4900,1,-0.00004801,6.282485218289,1,-1.450070e+23,-0.000700088891
4900,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4900,3,0.00004801,4.189490293677,1,-1.449930e+23,-2.093695013503
4950,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4950,1,-0.00004805,6.282486004976,1,-1.450070e+23,-0.000699302204
4950,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4950,3,0.00004805,4.189489506990,1,-1.449930e+23,-2.093695800189
5000,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
5000,1,-0.00004809,6.282486790779,1,-1.450070e+23,-0.000698516401
5000,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
5000,3,0.00004809,4.189488721187,1,-1.449930e+23,-2.093696585993
