i,j,kappa_ollivier
1445,2632,-0.105158
30,2760,-0.109325
1046,3810,-0.0850591
1316,3714,-0.0804065
1352,3731,-0.252896
1149,3589,-0.0349493
1845,3458,-0.0545932
2657,3534,-0.0751245
279,3758,0.503871
770,988,0.273755
1837,2576,0.013719
1673,2108,-0.103644
1826,2770,0.137754
1064,3150,-0.140268
576,1109,-0.226694
1715,3441,0.0935536
1664,2082,0.020242
476,2797,0.238677
2904,3636,-0.0948953
3043,3234,0.387784
275,2209,0.556493
494,2005,-0.03117
740,4023,0.434247
1129,2669,0.236489
2014,3504,0.107645
2340,3236,0.0883136
1266,1693,-0.0289725
2949,3959,0.148843
1461,2846,0.331585
281,2959,0.344994
15,115,-0.0831147
1635,3813,0.501897
3934,3958,-0.0861899
1666,2551,0.139071
615,1036,-0.477295
2608,3746,-0.241718
1947,2871,-0.129267
2716,3144,0.469403
465,3245,0.0981517
700,4026,0.183789
655,2639,0.0026766
1491,3896,0.0294152
1068,3344,0.0449245
2593,3276,-0.742745
2115,3377,-0.29471
118,1460,0.236505
1117,3423,0.0793615
2882,2941,-0.0475608
1131,2876,0.32709
2135,3791,-0.133031
2639,3798,-0.25624
1956,3936,-0.320151
801,1029,0.0600784
74,680,0.292207
4,2941,-0.176763
533,603,-0.331266
949,1419,0.225642
1111,3992,0.0816389
3804,3952,0.456542
2006,3193,0.212995
413,3303,0.0272527
1061,2904,-0.0190753
1683,1816,0.407637
633,1167,0.112564
2122,2699,0.152076
882,1383,-0.450248
78,3370,-0.324332
396,3541,-0.0282315
1013,1716,-0.017234
2128,2421,0.0971185
199,2396,-0.332017
3057,3533,0.0177738
1399,1906,0.0608986
2838,3366,0.0358949
2047,2205,0.210519
2697,3789,-0.0581554
1794,2154,-0.296343
932,1249,-0.163964
3539,4025,0.219438
2021,2282,-0.365393
397,797,0.516045
2257,2528,0.204145
2779,2875,0.436777
46,2433,-0.237928
937,3177,0.0589512
571,3803,0.0227055
2843,3889,-0.206834
166,1986,0.0945052
505,1699,0.124617
1200,2696,-0.361849
1942,3543,-0.053874
457,3616,0.0112276
1379,3361,-0.0996192
574,2781,0.00777985
150,1576,-0.240288
992,3661,-0.0219513
1397,2522,0.308807
1693,2267,0.0969467
3794,3838,0.262387
1372,3972,0.0300558
140,966,0.50135
1069,2761,-0.153695
1077,2590,0.0853199
2374,3354,0.0438989
3943,4036,-0.0494164
242,1110,0.261403
2267,2974,0.0695804
682,2974,-0.04974
3541,3566,0.177432
647,3051,0.0325433
3056,3480,-0.0382828
585,1432,-0.164034
2494,2843,0.363343
1214,2359,-0.0137635
1189,1257,0.183631
1115,1485,0.250511
985,2485,0.0842227
311,808,0.0760725
2417,2896,-0.0355747
2828,3167,0.117641
1353,1397,-0.143558
494,2331,-0.0753653
33,3399,0.176723
465,2998,0.152327
2296,3393,0.080411
1034,2259,-0.163809
1447,2136,0.0579725
2075,2810,-0.292352
1291,2037,0.516487
572,2020,-0.61622
333,3865,-0.293857
777,3408,0.0103789
2192,3368,0.0932568
788,2617,-0.151431
663,2121,-0.534019
2636,3131,0.242798
3260,4021,-0.215804
2341,3764,-0.113153
2394,2618,0.0123956
2565,3704,0.110165
375,3846,0.256595
1683,2553,-0.244028
1940,3743,0.0522746
239,1081,-0.117008
381,2075,-0.256407
440,2057,0.440921
46,1990,0.479537
2041,3820,-0.235951
1337,2845,-0.232157
1401,2786,-0.156484
474,1651,0.315081
1823,3896,0.62344
3040,3781,-0.0548458
2328,2776,-0.0803546
1302,3878,0.284499
605,4023,-0.291619
1132,3051,-0.0499683
80,4042,0.558975
392,1317,0.189062
793,1076,-0.0337191
430,1206,-0.360474
489,3905,-0.0766788
810,2603,-0.0208275
1144,1568,-0.149591
415,2035,0.00140672
747,1758,-0.0521971
436,2915,0.0163171
248,378,0.221076
1723,2286,0.0844878
369,1632,0.219394
245,650,0.412706
49,2797,0.248315
2070,4086,0.050449
1768,3342,0.10541
118,2438,-0.473849
691,937,0.181024
357,376,0.0171923
92,1035,-0.375426
2265,2812,-0.160856
2980,3884,-0.22352
169,1619,-0.138337
1985,2568,-0.0303292
392,3211,-0.158895
913,1895,0.0135921
121,2316,0.23342
197,2464,0.00972145
1116,3337,0.151278
26,3665,0.193245
313,3727,-0.182641
410,718,0.106626
3091,4069,-0.17454
2909,3097,-0.461784
705,879,-0.54766
80,1152,0.0288157
291,1132,0.190716
503,1070,-0.326765
1013,4030,-0.0786699
2823,3494,-0.0713772
1336,2874,-0.0317029
1354,1544,-0.281728
558,2394,0.214922
2175,3549,-0.25448
3254,3384,-0.0660494
872,1565,-0.287187
2205,2924,0.180481
2735,4080,0.0820935
206,3032,-0.214599
322,1957,-0.092116
2807,3900,0.0441079
37,1482,0.269116
2366,3324,-0.443439
772,1238,0.0482929
675,859,0.335974
1036,1988,0.0461736
603,739,-0.0352792
2441,3903,0.0591585
9,471,0.211326
321,2637,0.309953
763,2747,-0.0408495
2198,4046,0.232664
2014,3354,-0.0619631
1420,3244,-0.0909608
2930,4000,-0.0192721
654,1447,0.293556
1812,3644,-0.0317117
355,2302,-0.152942
637,1620,0.0364393
1370,1605,0.181477
1482,2642,0.134779
1716,3348,-0.0977023
765,3671,0.353414
2268,3009,-0.384201
812,2628,-0.138344
1625,3966,0.407864
1179,2160,0.345999
408,2304,-0.0560393
1968,3792,0.325685
365,3883,-0.141886
2306,3992,-0.0210115
459,1531,0.348622
2145,3816,0.162488
1064,2309,0.546367
113,620,0.101965
261,1768,-0.056229
1236,2194,0.133397
2131,2374,-0.162933
380,2043,0.272143
1505,3382,0.465658
1043,3820,0.072175
1917,3772,0.226154
3075,3649,0.511994
1164,3182,-0.495788
1836,2752,-0.131936
806,1229,-0.138442
2594,3627,0.103384
1623,2707,0.274891
1072,2629,-0.0770789
1743,2517,0.24683
664,3960,-0.0361751
2018,2576,0.0670026
1423,2917,-0.138738
633,1970,0.23105
33,2636,0.527574
346,3130,0.163726
1572,2304,0.24098
1805,3698,0.339308
2326,3679,-0.0921723
272,3190,-0.247191
396,2919,-0.0525061
494,1087,0.181301
1563,2837,0.681084
1595,2504,0.450965
2947,3777,-0.219793
331,3852,0.0454848
596,1196,0.244316
188,601,0.042198
1408,2716,0.527899
699,4010,-0.182558
1282,1741,0.110403
707,2576,0.0697681
3006,3645,-0.297765
1610,1704,0.448702
406,2011,0.197842
835,1149,-0.03058
1722,2198,-0.172446
2167,2706,0.0894804
1019,2851,0.000139715
2847,3563,0.439244
2990,3553,-0.0896169
993,4029,-0.19329
1592,3129,-0.0166099
1372,1963,-0.111585
2018,3749,-0.134449
3110,4086,-0.0287825
1610,3881,-0.16893
2072,2336,-0.234541
2248,3392,-0.0564209
1021,1070,-0.112796
508,648,0.0455525
1899,2714,-0.132751
358,1085,0.154661
404,1629,0.300475
2106,2327,0.122797
2155,2343,0.094273
828,3582,0.412041
3547,3624,0.0784005
454,818,0.364601
83,673,0.587726
150,2949,0.0138109
206,2484,-0.105151
2160,2359,-0.0465476
74,2087,0.247047
631,3248,-0.0458019
1496,3483,0.188601
3133,4013,0.11128
1232,2885,-0.325979
530,2347,0.0610507
1124,2146,0.0816246
3403,3809,-0.0771842
3427,3700,0.0599339
312,2141,-0.0173571
240,2367,-0.486536
2307,2857,-0.220902
2124,3841,0.115029
1968,2324,0.043098
1082,4027,0.0573755
2160,3572,0.187908
2113,2770,0.0600824
2204,3704,-0.198546
945,1174,0.136142
1307,1816,-0.0446231
2467,2814,0.062525
2520,3766,-0.142256
47,3604,0.317621
86,2822,0.0123767
1762,3700,-0.0862419
396,1314,0.460317
1501,1759,0.0877721
1878,3060,0.277878
1179,2776,-0.144884
1465,2926,0.264503
1826,2003,0.108317
1936,2818,0.347706
100,2340,0.20252
92,2346,-0.30756
623,743,0.157106
2615,3307,-0.000707986
1127,1622,-0.0406194
577,2847,0.0217287
2119,3350,0.0155968
1763,2882,-0.115141
452,609,-0.160135
1167,1780,0.0119544
1529,2203,0.0260681
2093,2904,0.222777
363,3581,0.063659
2721,2956,-0.148294
2115,3301,0.0307109
2592,3084,-0.124956
2458,3420,-0.122211
2755,2904,-0.131376
1988,3566,0.138971
2020,3389,0.109441
2669,3376,-0.038599
542,1907,0.00192884
2215,3115,-0.637563
158,555,0.140777
1544,2634,0.151913
952,2240,0.199837
2137,3809,-0.334814
1471,1908,-0.284181
1358,2832,0.408735
1045,2097,0.0634912
1206,1268,0.0181301
178,1203,-0.0384317
78,3456,0.500197
2945,3837,0.164646
128,2503,0.192973
428,1122,-0.859804
1420,2461,-0.221281
1340,1691,0.0039895
2868,3146,0.321186
74,1716,0.050289
3477,3639,0.342546
1297,3180,0.160844
1485,2227,0.0906289
317,3213,-0.067606
1744,3136,0.35319
1317,2917,0.191374
1379,2587,0.0133281
1650,3347,-0.0283322
1352,3325,-0.0777749
159,750,0.0166172
879,2425,-0.542957
894,2873,-0.651496
847,1401,0.114934
1166,2679,0.121457
2973,3573,0.124504
272,2135,-0.0645869
193,3364,0.11286
1133,1892,0.051213
376,642,0.315524
1274,2088,-0.164412
599,2085,0.229611
53,2311,0.0566881
2451,3693,-0.0360151
1231,3488,0.238221
102,867,-0.511384
1942,3419,0.419348
1710,3168,-0.182709
2716,3865,-0.0733548
2271,3631,-0.49155
1702,3316,0.206028
964,1483,-0.0908824
54,3534,0.100157
1987,2419,-0.215429
2915,3997,-0.206743
57,847,-0.366841
1189,2085,-0.0185669
1471,1615,-0.00219452
2737,3018,0.134941
1540,2806,-0.492775
1214,1943,0.378945
2759,3193,0.43377
318,1070,0.0759217
2097,2331,-0.0147977
325,1855,0.031343
729,3908,0.209926
1268,2974,0.0296162
2151,2926,-0.18939
2188,3716,0.04577
1286,3459,0.173537
584,3284,-0.304236
3281,3357,0.205097
1108,2377,-0.290694
1404,1812,-0.0945671
1794,3751,0.245836
713,1222,0.33595
2152,2611,-0.0169952
3760,3958,-0.127165
235,1435,-0.0304463
2428,3520,0.219697
763,1757,-0.0284061
1060,3652,0.0901326
958,2684,0.0437719
135,1897,0.286503
1097,1354,0.130365
2765,3081,0.0419701
1601,2810,-0.300589
806,2721,-0.126584
3461,3794,-0.308322
294,374,0.0720404
2808,3109,0.583581
307,3808,0.00694092
2966,3476,-0.0334282
1271,2592,-0.238454
994,3205,-0.372361
202,690,-0.116082
2702,3287,0.0608149
2386,3724,0.102102
2017,2212,0.317452
1737,2365,0.0445614
747,3916,-0.00657463
1331,3292,-0.103621
241,257,-0.292571
1117,3308,0.303065
2203,2914,0.46791
1110,2231,-0.0721059
1777,2066,-0.0950487
2461,2919,-0.248021
705,2069,-0.0893216
1665,2444,0.177573
1602,2861,-0.509532
907,2603,0.228346
3473,3846,0.0113209
2274,3134,0.194683
1892,3676,-0.0187649
2527,3117,0.44969
637,2136,0.549263
48,4042,-0.0432576
3534,3896,-0.00679802
2280,2419,0.256385
658,3057,0.454892
2789,3057,-0.363936
2167,2331,-0.122862
756,3645,-0.151807
1974,3412,0.526244
967,1028,-0.330881
3866,4007,-0.0522792
2401,2802,-0.125423
3272,3526,-0.191118
1779,2359,-0.105307
2700,3979,0.0859292
3515,3647,0.258867
172,2067,0.154767
2323,3478,0.00337808
708,2110,-0.154269
1410,3055,0.179066
1950,2875,0.437541
509,3102,-0.123378
864,2309,-0.0345564
522,1665,0.476456
1111,3842,-0.0816121
1791,2637,0.15116
1640,2543,-0.0503478
1197,2378,0.299688
188,628,0.141536
3709,4080,-0.163177
1653,3666,0.0639209
965,2940,-0.180117
1056,3490,0.109942
558,3310,0.101429
3085,4077,-0.0473344
851,1632,0.0870913
1616,3209,-0.144865
860,887,0.446048
517,3800,0.093565
676,1318,0.0969106
76,751,0.295716
887,3693,0.119613
1160,4021,0.232245
1960,2541,-0.245463
2080,3081,0.322736
2645,3148,0.193729
1795,3055,-0.0397045
1707,2994,0.09153
101,1735,-0.30231
713,2097,-0.0583255
554,772,0.0400499
992,3751,-0.163006
461,802,-0.196305
80,1250,-0.244897
933,952,-0.0978334
1015,3849,0.449642
2562,3371,-0.233994
619,663,-0.289212
118,1294,0.105452
2083,2106,0.125916
53,3128,-0.00320797
156,1249,-0.18047
271,294,0.467729
1174,1514,-0.19266
3089,3560,-0.215896
1099,2660,-0.115081
186,2212,0.126489
1621,2357,-0.0183433
1405,1836,0.0478783
288,952,-0.172164
1573,3688,0.00123269
481,3006,0.328095
851,3882,0.166046
369,3843,-0.143131
2743,3004,0.211108
2173,3014,0.0811674
400,3693,0.0343825
2322,2696,0.154153
2832,3432,-0.737069
2340,3678,0.20546
909,3567,0.0834222
2148,3593,0.0108983
288,753,-0.011076
858,1891,-0.311494
3066,4079,-0.369657
404,1163,0.0265529
1172,2663,-0.0347347
2871,3374,-0.0538564
1539,2337,0.193134
851,3301,0.361298
1711,1904,-0.114094
495,2522,0.0107361
352,1326,-0.338098
617,2740,-0.178257
763,1939,-0.0306288
1001,1435,-0.320716
1812,2943,0.333106
1628,2621,0.174882
919,1411,0.375433
2931,3479,-0.269475
158,3620,-0.0547534
2114,3521,-0.521115
1454,3411,-0.199107
373,2882,0.281754
2513,2531,-0.352445
1715,1797,0.0923566
890,3828,0.223356
1014,2956,-0.214598
499,3736,0.14066
1404,2208,0.289448
2017,2057,0.631553
1424,2059,-0.190508
