i,j,kappa_ollivier
2347,3566,0.0242218
1412,2493,0.242982
225,2906,0.429555
1449,3881,0.267339
1569,2885,0.464481
2889,3638,0.067843
330,2065,0.0970814
1271,2628,0.123262
1214,3415,-0.0126375
461,1344,-0.187977
547,2140,0.173072
1798,3904,-0.47799
3965,4081,-0.335932
2091,3460,0.0397593
1192,1573,0.229755
613,2721,0.282537
2665,3469,-0.241658
3265,3501,0.181948
1375,3534,0.0403417
797,875,0.293696
2925,4084,-0.110333
618,1248,0.169465
1474,3522,0.22366
1141,2034,0.00656338
1085,3572,-0.0722459
627,2257,-0.088372
3,2440,-0.0673408
2761,2790,0.662184
1544,1702,-0.0751644
2713,2884,0.0434501
89,3438,0.197595
642,2276,-0.380799
3099,3628,0.191153
1196,3726,0.357473
3229,3412,0.367161
787,2134,-0.380832
4019,4093,-0.530833
2697,3791,-0.0901855
341,1950,-0.152093
2147,3070,0.181504
481,1443,0.0036301
1249,1759,0.0912556
245,3821,0.304622
858,3284,0.149559
1326,3739,0.1797
1200,2224,0.0497367
590,1462,0.016693
3791,3984,0.0435747
282,2751,-0.0924884
3951,4004,-0.154998
1268,3899,0.303792
1855,3340,0.286606
29,1338,0.266393
958,2529,-0.142785
747,2702,0.203825
900,1504,0.0168728
205,542,0.0871336
1350,4027,0.0454647
928,1554,0.0816327
358,2434,0.221617
3,2227,0.432649
137,1438,-0.41484
1511,1987,0.206172
1805,3448,-0.093969
1693,3543,-0.296841
1662,3532,-0.412022
2128,2855,-0.434758
1475,2465,-0.196517
1352,2974,-0.112245
2516,3024,0.164106
1457,3240,-0.09467
331,3485,0.328837
2041,3937,0.00855242
2807,2976,0.441461
805,1667,-0.230975
570,1147,0.112745
1884,3841,-0.140397
230,2079,0.365498
94,1477,0.243435
1087,1303,0.0358497
53,3232,-0.256995
1197,2605,0.100278
942,1465,-0.20125
343,2080,-0.0404679
231,3651,-0.0820606
1300,4085,-0.11547
599,2810,-0.0685424
1459,3191,-0.2348
559,3466,0.129574
235,3147,0.317215
2522,3144,-0.0299268
298,1811,-0.129792
1278,2621,0.317152
2996,3493,0.0128438
3264,3334,0.0224707
2060,2975,-0.181348
85,3767,0.172173
1768,2517,-0.0105626
580,1793,0.00791439
3167,3842,-0.134438
1782,2342,0.0153486
545,1788,-0.142161
152,2827,-0.257581
330,1779,-0.190662
1249,3096,0.185198
728,1792,0.252337
667,3976,0.161324
1633,3475,-0.0961361
2595,3325,0.116771
2463,3985,-0.263394
958,1973,-0.116596
1034,1358,-0.517282
1097,2168,0.0734532
856,3919,0.00171918
311,3496,-0.470045
141,691,0.100312
1554,2706,0.0350658
2750,3371,0.0786373
2548,2768,0.0978928
2117,2332,-0.0433957
533,3350,0.513448
155,721,-0.137442
1396,1550,0.0851636
6,3805,-0.200896
1741,2216,0.698369
279,2159,0.268709
1085,3646,-0.217587
3475,3767,0.0896212
3071,3995,0.0715858
2045,3309,-0.156868
703,3490,-0.011257
315,1998,0.05591
72,3094,0.0725473
735,3066,0.40829
601,1800,0.0119429
3884,4040,0.218013
1077,1562,-0.0447589
260,3294,-0.402699
2011,2135,0.340459
378,2585,-0.0519262
1152,2821,0.370938
1576,3528,0.0843018
1997,2389,-0.179979
2103,3431,-0.150662
958,3959,0.407813
291,2755,-0.381407
2497,3474,0.0771181
1521,3774,-0.33452
651,2227,-0.0385517
1436,3167,0.0296283
1488,2151,-0.345958
1429,3159,-0.113516
658,3310,0.11233
1846,2635,-0.146307
126,3818,0.0677285
952,1192,0.594582
1812,3952,-0.326988
1964,3744,0.35079
952,2212,0.275537
808,1727,0.0117532
970,3943,-0.0150638
2688,3398,0.000794198
180,422,0.0556266
525,3173,-0.171183
314,2258,-0.0903264
274,3598,0.415007
1307,4042,-0.26092
2476,3700,0.178524
1662,2455,-0.324518
2937,3820,0.391637
812,3912,-0.142201
2590,2919,-0.402279
177,3158,0.0628246
1519,1873,0.291077
2326,2367,0.200256
1690,3313,0.376457
2426,3726,0.275093
2014,2036,-0.347425
849,4013,-0.119528
2022,2947,-0.0855506
1104,3965,-0.547759
249,752,0.0379625
1562,2876,-0.467728
97,1677,0.112329
2185,2372,0.586647
2745,3722,-0.000466315
2283,3380,-0.463346
2748,3171,0.482643
3372,4092,-0.125041
508,3528,-0.0252254
399,2291,-0.139329
1870,3349,-0.352054
610,3359,-0.62081
585,1967,-0.15626
753,889,0.174421
678,3084,-0.297365
420,3311,-0.0413652
119,1472,0.0410325
1714,2080,0.152752
247,2010,0.079225
1791,2086,0.242585
713,959,0.107029
3525,3820,0.170717
510,1521,0.0511123
3008,3651,-0.0219842
932,3412,-0.0495731
1201,3236,-0.117036
202,3126,0.234479
276,1898,-0.0918152
1524,1878,-0.494251
2612,2716,-0.246151
1576,2451,0.403366
2571,3505,-0.160328
1231,2692,0.0741886
1009,2644,0.15101
2306,2810,-0.181191
1924,3760,0.196372
30,735,-0.327037
3423,3936,0.0871024
2909,3672,-0.367821
2326,2894,0.513647
1693,3094,-0.0976916
372,1949,0.163026
516,2270,0.0649371
512,3078,0.443876
2704,2799,-0.407959
2914,4026,-0.179662
2857,3072,0.223691
325,2065,-0.0939942
347,1273,4.13336e-13
2671,3848,-0.000967012
330,2075,0.151881
1051,3548,-0.212054
1309,1478,-0.0945339
1647,2361,0.162455
954,3423,0.132115
1498,3504,-0.0628777
2080,2632,-0.198276
2754,3504,0.346296
3192,3525,-0.133419
2008,3857,-0.0263472
605,3754,-0.075012
1003,2011,0.0536143
1605,3912,0.295078
494,771,-0.161172
3340,3572,0.254909
3187,3258,0.0496669
1599,2866,-0.359247
107,2206,0.0012237
1569,3710,0.0604472
1250,2733,0.276897
856,1642,-0.0515564
140,2227,-0.263938
2017,2628,0.670565
970,1969,-0.034028
1442,3655,-0.218481
54,693,0.222342
1276,3140,-0.270747
1127,1260,-0.107003
1161,1580,0.142058
1030,4046,0.172489
2120,2872,0.137059
320,2459,0.199309
814,3972,0.129621
452,949,0.134088
1112,3422,0.270092
1829,3014,0.246544
1207,2350,-0.0946997
974,3632,-0.058313
1679,2488,-0.138159
3138,3531,-0.339765
285,3854,-0.114411
662,780,0.0510424
1821,3396,-0.0361945
751,3244,-0.119162
1622,3294,-0.0829591
2072,3249,0.166441
2281,3392,-0.0599848
1451,3621,0.0475931
159,2085,0.331714
2273,2331,-0.202911
553,892,-0.0509722
193,3781,0.0147627
1161,3683,-0.286982
2216,2706,0.136163
1606,3744,0.327768
458,1123,0.0776149
2335,2443,0.427911
2721,3324,0.240521
612,2485,0.0520885
678,3218,-0.370072
709,3125,0.135264
163,3476,-0.0610025
900,1700,0.161286
93,489,0.0355436
1911,2298,0.344458
143,1176,-0.155621
1393,3683,-0.0675197
699,1815,-0.271254
998,1980,-0.0242829
1426,3593,0.382068
1961,3200,0.338578
2206,3758,-0.13864
1573,3502,-0.0455718
3760,3860,0.158616
411,920,-0.244237
84,618,0.0540664
1443,2257,0.502882
2100,3760,-0.292973
2996,3934,-0.00128668
1848,3269,-0.116962
627,3632,0.0820739
2014,3350,0.324311
2902,3024,-0.174403
2568,3880,0.209258
1345,3701,-0.328287
1313,2728,-0.280311
575,1669,0.187087
934,1468,-0.1298
288,2016,-0.347135
1047,2010,-0.158987
75,4006,-0.05808
141,3586,-0.0114468
571,730,-0.8551
2756,3574,0.510528
765,1738,0.104842
789,3187,-0.00184295
803,2760,-0.22872
733,3932,0.13372
973,3742,0.0799669
1635,3421,0.308362
2264,2905,0.00759505
53,159,-0.175847
21,1549,0.0578368
2012,3854,-0.213852
442,2754,-0.25777
611,2917,0.0440198
3084,4030,-0.263004
20,1082,-0.131661
798,2910,0.290838
912,1351,0.260472
3182,4026,-0.265451
1135,2981,0.364763
1003,2331,0.0140137
1715,3648,-0.0935264
1465,3340,0.00801066
1340,3481,0.376116
777,1599,-0.120346
1972,3667,0.227323
1117,1483,-0.170813
2311,2564,-0.10987
3441,3678,0.319924
1574,2366,0.0409107
2872,3065,-0.0766834
333,3446,-0.0294899
17,1320,-0.143104
2249,3267,0.326596
1453,1649,0.177023
2660,2823,0.0889719
2993,3958,0.0474101
3193,3738,-0.00180555
1040,3317,0.342388
1102,2129,-0.0887681
358,3486,0.127803
2057,2126,0.233904
186,2549,-0.252357
1270,3085,-0.30636
1011,1410,0.0994753
1226,2107,-0.558968
1012,2949,-0.121529
942,3150,-0.165509
1104,2540,-0.131765
663,2942,0.336883
517,2403,0.0973443
2289,2640,0.142203
864,2874,0.0621831
160,1514,0.293444
3070,3938,0.329638
1608,3475,-0.0665182
1200,2175,-0.069583
477,4020,0.0170602
72,1437,0.522349
2155,2175,-0.128308
1091,1807,0.204005
937,3852,0.31254
1689,2432,0.163927
1612,1961,0.316686
1525,3460,-0.355468
98,1163,0.00568693
2860,3903,0.166015
2754,3763,0.214568
667,2788,0.493869
1305,3783,-0.041632
793,3346,-0.049911
2419,3639,0.164155
3889,4026,-0.0900396
2018,3807,-0.127843
1384,3211,-0.228923
1111,1639,0.0436301
2633,3103,0.158652
639,2235,0.169709
1083,3342,0.127246
318,458,0.504539
1994,3253,-0.488784
426,3078,0.129042
934,1734,-0.200153
2638,3909,-0.373636
647,1132,0.0670234
1267,3023,0.502617
285,797,-0.156385
793,3708,0.0991843
1371,2167,0.201676
797,2309,0.123332
1143,2635,0.117908
1699,2569,-0.197201
1249,3698,0.0196338
1439,1616,0.0813616
940,2676,-0.102643
2884,3726,-0.26849
1083,1414,-0.23882
1959,2355,0.448354
387,3932,-0.122626
1992,2508,0.151488
153,1833,0.0798617
3726,3783,-0.046585
2866,3854,0.350006
2831,3493,-0.126693
3378,3507,0.270467
216,2449,0.275847
685,2470,-0.0355387
2175,3446,0.217679
397,2184,0.108993
1490,3993,-0.354272
2375,3396,-0.0304883
1102,3081,-0.186856
1656,2215,0.343256
155,1231,0.166256
524,3219,0.298801
468,2918,-0.270977
707,3407,0.047321
1303,3678,-0.113613
1632,1929,-0.121815
2727,3800,-0.504683
1921,2287,-0.158193
492,771,-0.0981829
1189,3644,0.00217176
636,952,0.0238376
254,3083,0.395228
2093,2335,-0.428504
1252,1550,0.06073
3620,3931,-0.581947
623,3313,0.241826
1172,1233,-0.150018
3732,3976,-0.20445
164,2423,0.0722786
9,2790,-0.0235907
1887,2536,-0.333965
996,2847,-0.00631006
745,3408,-0.0590761
595,857,-0.0655303
2786,3365,-0.217118
552,2181,0.07238
2108,2632,0.330845
279,635,-0.29416
433,3192,-0.0721445
3273,3601,-0.301727
1779,2131,-0.25983
3692,4023,0.375217
1754,2419,-0.161871
1606,1990,0.327463
1751,2154,-0.25927
2029,2248,-0.0857648
1500,1743,-0.158784
9,665,-0.0335736
104,1957,0.457787
2410,2769,0.162221
700,3269,-0.358315
1447,2885,0.137918
37,527,0.18624
1213,3387,0.0560302
2386,3833,0.564658
669,1672,-0.0676322
47,2921,-0.0990252
7,147,-0.170578
3514,3558,0.454705
898,3545,-0.0697418
808,3714,-0.0510645
1314,3565,0.415059
1166,1767,-0.095492
433,3101,0.406355
336,2305,0.237678
1501,2350,0.0543454
2191,2440,-0.281642
2921,3586,0.118668
1139,2884,0.118574
585,3522,-0.185288
193,1085,0.480481
1102,2280,0.440633
1075,2786,0.271011
1907,4034,0.213305
2309,3295,0.0327681
3024,4039,0.0819231
2334,2730,0.135356
1276,1398,-0.14039
1779,3793,-0.373173
449,958,-0.3086
1303,2402,-0.127034
2113,3124,0.0667383
1386,1437,0.0937832
663,3635,-0.0170629
580,3481,0.252357
1606,2158,0.197373
50,473,0.220556
815,3244,0.0862517
800,1728,0.0191147
440,3951,0.450607
751,1427,0.171079
2935,3245,-0.148564
2202,2419,-0.135236
596,740,0.0212357
407,3032,-0.0260737
1421,2839,-0.0703577
102,913,0.00886645
1456,3494,-0.244184
925,3744,0.114078
2419,3750,-0.130068
3424,3520,0.150163
139,2443,-0.119505
2994,3336,-0.0680208
137,1836,0.158898
358,422,0.0453874
53,3964,0.118092
138,3957,0.182048
380,3626,-0.105039
1679,3024,-0.15213
1837,1888,-0.0983074
1484,3303,0.397395
408,2366,-0.441541
2524,3403,0.0625703
912,1776,-0.236836
2013,2838,0.124397
531,4087,0.316883
727,3404,-0.512313
3597,4030,0.260992
23,1508,0.13442
1115,3081,0.185658
1701,2387,0.274824
330,553,0.244011
2309,3841,-0.0208775
977,3775,-0.430743
3420,4056,0.273882
3147,3580,0.0883169
466,1253,-0.596439
1690,3377,0.00131443
344,3722,-0.505517
2249,2301,0.142518
3328,3898,-0.0443516
387,3321,-0.223758
1040,3949,0.253178
375,1888,0.215992
349,3727,0.0618668
2159,3193,0.171018
697,3703,-0.178439
3193,3236,0.102833
705,2051,0.365228
949,1268,-0.108277
2328,3739,-0.19
712,1128,-0.404627
1382,3378,0.309304
1638,3629,0.161898
1088,3573,-0.636976
557,3246,0.0919822
109,1580,0.168905
2536,2847,0.0171148
2147,2289,-0.213769
739,2487,-0.391858
2048,2852,0.0449188
1247,4092,-0.27064
847,1353,0.456247
5,1117,0.115719
32,38,-0.397693
284,1011,-0.379795
366,4079,0.414841
2769,3083,-0.0616613
2135,3956,-0.00416342
515,3130,0.0389284
288,3289,0.169758
2250,3205,0.298369
235,254,0.23872
330,3958,-0.431554
925,1683,-0.0257276
830,2671,0.116587
1912,2240,-0.224027
1092,1778,0.142405
954,1354,0.078633
1961,3692,0.182425
142,3816,0.0948759
324,3085,-0.000586974
614,3609,0.2101
109,2916,0.203543
1072,2006,-0.162393
1393,1929,0.228853
1170,2213,0.291239
1730,3315,-0.0403318
380,3214,-0.0450918
309,2252,0.160404
129,3864,-0.42492
24,126,0.296861
472,2717,0.0768874
1238,3392,0.38943
1380,2929,-0.566732
1802,3316,-0.0188716
3398,3859,-0.208607
970,3238,0.294829
297,793,-0.101863
1443,3309,0.0644477
1303,1576,-0.0776759
646,725,-0.415443
374,3070,-0.32629
1596,2721,0.271033
1592,1664,-0.0771422
1912,2778,0.542657
987,3479,0.0188526
1509,3547,-0.0817537
2034,3158,-0.0610231
1704,3002,-0.0518318
585,2906,0.165629
373,1249,0.132384
443,3078,0.0850069
166,1629,-0.12773
554,3051,0.0300693
341,3944,0.0995314
1677,2634,0.0416876
2949,3651,-0.0183438
2060,3793,0.034955
2722,2842,-0.101102
1805,3317,0.0788761
640,2520,0.376613
3227,3595,0.126071
1482,1887,0.0069799
1384,1404,-0.293962
3227,3321,-0.404588
80,1131,0.188128
439,2775,0.439713
2062,3859,-0.231294
2096,3721,-0.0433473
373,3356,0.329443
1648,3646,-0.0584687
1817,3839,0.269668
130,2473,0.286241
185,3176,-0.475384
945,2328,0.245771
1178,2197,-0.150203
30,110,-0.372596
2337,3301,0.0670559
2693,3920,-0.124627
798,2083,0.00788805
1280,2726,0.212817
2304,3457,-0.0355286
2328,2638,0.0804917
3340,3620,0.227699
310,966,0.413006
1777,1880,0.156358
898,2699,0.139405
2057,3966,-0.0934745
1319,2574,0.0086276
1505,2017,0.103951
513,3790,-0.240339
2634,3110,0.219248
3253,3258,0.0510496
29,1554,-0.120309
544,3161,-0.398606
2208,2737,0.085032
1986,2794,0.266416
2145,2692,0.0590417
582,3478,0.279229
233,771,-0.0116145
2120,3723,0.0759569
1207,2967,0.232858
867,1044,-0.0343701
1248,3704,0.005477
142,3750,-0.328527
2217,3507,0.409101
795,2470,0.0180851
2559,3164,-0.512901
1474,2783,-0.182465
1605,2787,-0.294679
847,1942,-0.223852
249,3960,0.180713
1932,3407,0.174077
1837,3992,0.0935789
2762,3610,0.0621523
1864,3022,0.118057
279,2582,-0.000703014
2165,2895,0.244326
1856,3798,-0.152181
1188,3358,0.113705
392,1590,0.0821855
47,3514,0.177797
336,3156,0.352267
1606,4048,0.192325
1653,1715,0.360212
100,3880,0.322509
2620,3754,-0.0564767
2542,2642,-0.111183
0,945,0.127228
291,2140,0.108649
3129,3613,0.136687
3353,3377,-0.0801585
3846,4023,0.190224
1132,2913,0.1151
2227,2692,-0.127148
2669,3028,-0.173339
733,2505,-0.221608
1910,3143,0.398907
1294,2277,-0.0716745
1404,2122,-0.111086
155,2145,0.00149108
795,3133,-0.176538
1898,2166,-0.066189
1251,2838,0.233278
2648,2874,-0.334301
3364,3979,-0.00250545
3068,3576,-0.208524
2008,2522,-0.220169
1404,2738,-0.00508024
1889,3340,0.518051
375,3066,0.21993
317,1036,-0.0297517
790,3033,-0.0807292
4,45,-0.0120375
1297,3972,-0.455039
1370,2334,-0.170563
3694,3811,-0.450038
1078,2927,0.301009
2528,3057,0.104901
2322,3202,0.00559369
1451,1852,0.189137
349,1325,0.0436791
129,309,-0.175659
577,1940,-0.127463
2124,3043,-0.0215942
480,2021,0.270168
1633,3080,0.398938
352,4069,-0.0642819
919,3206,0.550669
3218,3754,-0.129082
689,1547,-0.409753
660,1607,-0.0735806
400,2984,-0.184837
1554,2847,-0.167096
770,932,0.553279
1917,2207,-0.198698
669,3373,-0.615543
1278,3480,0.427582
357,2599,-0.016684
1666,1889,0.254676
131,1556,0.0971513
3683,3843,-0.0960475
2924,3574,0.20779
408,1563,0.310823
1880,2008,0.12536
1920,2501,-0.00910011
2927,4056,-0.246705
2198,3985,0.0243621
454,4000,0.354178
2166,3798,-0.1614
9,188,0.10238
2379,2706,0.0893221
139,173,-0.123278
1777,2516,0.210198
2882,3583,0.129987
2062,2119,0.175933
2227,3798,-0.120882
624,737,0.178026
2812,3264,-0.220453
612,2386,0.152792
429,2466,0.114514
341,2837,0.321102
1521,2627,0.27129
3078,3540,-0.169952
3151,3460,0.0508767
1212,3182,0.122339
2197,2474,0.0973116
1504,3334,0.0658867
1690,4069,0.188382
897,3574,0.229672
996,1940,-0.15006
1578,1855,0.106328
1304,2814,-0.173585
1084,1757,-0.303335
1890,3141,0.541101
448,1284,0.148563
472,1713,0.237277
1654,1694,0.165629
3101,3108,-0.167169
2253,3659,-0.104865
1105,3791,0.12763
2528,3905,-0.34192
1174,3004,-0.0342009
2590,3624,0.0188402
3660,3743,-0.0349617
774,1720,0.156835
710,2931,0.0391055
747,3666,0.108658
3456,3706,0.459902
1072,3999,-0.0353849
1317,3547,0.00869216
446,3471,0.184943
627,2466,-0.0920742
2196,3878,-0.154608
2484,2687,0.471186
3815,4028,-0.351937
1213,3315,-0.291234
378,2705,-0.00136766
1355,1401,0.357198
2669,3062,-0.00114479
2046,3138,0.379441
2858,4036,0.0239061
2741,3645,-0.0141837
1684,2721,0.316094
2411,3721,0.595957
1051,3262,-0.0110982
1710,2588,0.217198
32,1509,-0.24936
2327,3946,0.276954
350,3102,0.071925
71,1988,-0.251999
1486,1574,0.468499
503,1011,0.201244
151,713,0.181555
159,1037,-0.0442461
705,3720,0.17564
559,2301,0.069348
1054,2909,0.00795813
905,1854,0.156511
506,1178,0.0176527
181,777,-0.0114101
721,985,0.0887642
2472,2725,0.106441
88,3552,-0.364673
1385,3202,0.260839
1889,1999,0.227978
334,484,0.0555495
3303,3613,0.248932
2665,2722,0.291474
800,1859,-0.0335826
2658,3036,-0.196449
1528,2540,-0.0159679
856,3409,-0.259436
2247,3854,0.36951
1061,3448,0.0721158
132,2066,0.0188957
1489,2701,-0.453459
1521,3670,-0.350169
1169,1799,-0.283558
2574,3196,0.623613
154,3623,0.230535
33,585,0.0655497
907,1353,0.179217
717,1248,-0.032754
3376,3532,-0.325677
1829,3502,0.6456
805,1454,-0.134152
3700,4091,0.130836
1424,2866,-0.227429
2917,3900,-0.0954145
2520,3411,-0.0583093
3116,3857,0.140514
691,2851,0.0489226
681,1908,-0.139212
1084,3780,-0.0729344
1868,3411,-0.325733
627,1648,0.306336
233,297,0.345343
659,1707,-0.122745
612,3366,0.0679727
2267,3266,0.144816
396,2917,0.0418076
1468,3081,0.0758338
113,3315,0.0551347
1746,2804,0.16067
1023,3000,0.151305
2615,3441,0.268065
954,3667,-0.0122353
435,881,-0.490184
559,3634,0.133257
2868,3403,0.0635492
922,3936,0.257005
14,3282,0.0522035
1246,2654,-0.398244
1970,3685,0.306275
536,901,0.0770016
110,919,0.0999807
533,3408,0.0480216
1214,3597,0.0468938
3031,3949,0.144194
144,3607,-0.076943
3481,3521,-0.207684
3294,3984,0.352197
1115,3206,0.196473
2115,2331,-0.0833347
2760,4004,0.351144
2553,3599,0.230005
1382,3704,-0.0321218
225,3890,0.0463475
1193,2090,0.0673727
2340,3691,-0.0399668
782,1960,-0.216681
648,1014,-0.00874054
2311,3964,0.0342642
206,3605,0.215049
2206,2695,-0.0361636
554,3389,0.0886254
1677,3514,0.187298
2488,2902,0.0848951
2441,3666,0.228552
1606,2814,0.205797
294,898,0.117391
1344,2078,0.307768
789,3109,0.43734
757,2379,0.0383828
1251,2721,0.502972
1249,3301,0.439591
1396,4047,0.44758
1082,2851,0.000827534
778,805,-0.118933
3340,3842,-0.367981
2379,3094,-0.240341
2015,2494,0.221442
2659,2722,0.0824538
21,3521,0.15332
376,685,-0.208006
1320,1647,0.085294
1845,2902,-0.125679
864,3519,0.0616276
3265,3969,0.309059
3387,3833,-0.00830736
878,3303,0.108379
110,1820,0.156633
1207,3883,-0.138272
1488,2167,0.0173862
374,2699,0.60377
1511,3066,0.32026
928,3446,0.190431
2464,2599,-0.0306256
1040,4076,0.0448275
70,2041,0.0157541
2284,3654,0.136791
1456,2721,-0.0585769
2269,3599,0.0376136
2229,2341,-0.0271216
1845,4021,0.0230485
2088,2480,0.0408452
122,3639,0.0131043
1093,2570,0.0229063
678,3382,0.0867751
1205,2526,-0.314358
2267,3724,-0.0165953
262,2511,-0.0382916
312,1338,0.536299
587,3141,0.236419
2447,3471,-0.141818
2404,4077,0.241898
17,2742,-0.0397702
3520,3914,0.166907
193,3149,0.0499043
750,2579,0.210995
3576,3586,-0.205552
757,2642,0.26059
1716,4009,-0.0932994
341,3221,-0.0614249
728,922,0.375343
2446,3494,0.485576
1788,2409,-0.00946013
220,3609,0.0883394
533,2145,0.105677
65,280,0.120008
1933,3229,0.00675078
1250,1693,0.0235066
104,491,-0.12394
278,3621,-0.161173
226,1646,-0.0915915
155,1097,0.00419499
628,2931,0.260688
910,1872,0.276833
2631,2636,-0.0241176
213,2522,0.0342046
2776,3149,-0.0960636
813,2118,0.210553
934,3135,-0.269032
1625,2787,0.176207
1524,2077,0.0167783
1884,3858,0.320816
3593,3839,-0.0336559
1610,3457,-0.0710947
1777,2550,-0.248437
1189,1424,-0.214452
44,933,-0.208971
1533,4058,-0.139229
391,686,0.112138
2420,3242,0.14701
14,3324,-0.117091
3342,3633,-0.136841
185,2294,0.225938
2885,2967,0.342324
225,640,0.191526
1381,2776,-0.0234285
2189,3542,0.109641
348,555,-0.382323
1069,2826,-0.407161
1115,1864,-0.0200866
3158,3549,0.484539
275,4047,-0.290254
1034,2436,-0.121553
1802,3603,0.115073
1488,3508,-0.0384634
1563,1992,-0.0803086
84,1252,-0.211087
2012,2131,0.0497651
542,1769,-0.38852
2407,3599,0.0252958
782,1943,-0.100699
461,1034,0.0368033
1542,2318,-0.363044
2513,3261,0.184405
1087,1829,0.0192026
3711,3995,-0.309478
495,2588,-0.040174
1099,1640,-0.132508
1447,2874,0.0683845
28,1657,-0.0876501
2590,3978,0.0851669
2603,2743,0.230166
486,1338,0.0876618
408,3440,0.32382
116,4028,-0.00731292
12,302,0.130683
2760,2963,0.16645
3028,3177,0.324868
1559,1663,-0.0322236
2441,3691,0.0397561
2526,3634,-0.275052
273,3859,0.313569
1132,4081,-0.0593619
748,2293,0.432444
1309,2633,0.212399
752,1688,-0.261431
1654,2041,0.41765
2257,3918,0.0166171
489,3721,-0.156769
559,2468,0.12519
648,3841,-0.132443
786,2431,0.1356
3314,3439,-0.028853
912,965,-0.179751
685,3488,0.293441
376,2194,-0.0343284
640,2277,0.129195
2711,3158,-0.27289
155,2451,0.00760385
2541,3951,-0.205128
1942,3860,-0.17862
2548,4033,-0.169954
226,1785,-0.0776606
1074,2142,-0.00405275
204,3955,0.379795
905,1678,-0.0479397
320,3287,0.233359
694,2972,0.29231
2834,3128,0.0940968
2090,3064,-0.269817
1248,3766,0.0899616
1377,2734,-0.282084
429,504,0.420013
847,1408,0.531984
325,4017,0.0784177
1047,1654,-0.082081
3360,3758,0.205611
212,772,0.105981
1193,2011,0.14809
2083,2910,0.0838891
1880,2576,-0.109032
1236,1735,-0.268765
3307,3678,-0.0982562
1137,1795,0.0599456
2869,3970,-0.291497
529,3484,-0.167017
2697,3346,-0.205971
2706,2834,0.0541717
1411,3551,0.181937
1189,2057,0.0760197
1745,3022,-0.00102411
596,2145,0.703509
9,547,-0.323691
1172,3282,-0.00267622
889,2654,-0.103757
789,3143,-0.107607
1795,3756,-0.0457747
1011,1054,-0.475914
1387,2808,0.454521
452,3812,0.144481
1250,1796,0.137495
2044,2700,-0.0688431
1954,1975,0.277014
1844,3627,-0.413536
1385,3505,0.104899
1135,1162,0.0682706
2089,2178,-0.0170774
2569,3123,-0.206351
360,1867,0.000367193
619,3806,0.229914
3158,3833,-0.0381645
261,2445,0.112821
1030,1906,-0.371457
477,779,0.0335911
2453,3108,0.699606
691,2186,0.101497
951,1571,0.351069
3508,3971,-0.0270783
240,641,-0.0297061
235,823,-0.084813
48,3457,-0.1116
2218,2416,-0.242916
3635,3689,0.13485
85,792,-0.115258
2846,3042,-0.0474255
2816,2836,0.175175
1613,1816,0.0182575
2940,3255,-0.227716
754,2699,-0.156384
101,3211,0.00108933
2569,2700,0.168757
940,2477,-0.23515
2492,2745,0.0672261
2460,3327,0.112321
2004,2301,-0.0534338
513,552,-0.175084
1419,3886,0.358417
1551,3557,-0.157329
797,1541,0.171957
2934,3180,0.251179
1075,1632,0.0188209
449,3022,-0.483528
1962,2784,-0.269776
2178,3992,0.200725
2243,3449,0.452725
290,3913,-0.561753
1573,2470,0.126543
1408,1424,0.0840057
2185,3257,0.136908
26,1922,-0.0861554
860,3598,-0.187008
3268,3347,-0.203355
583,1854,0.199652
2268,3238,-0.0144117
479,2263,0.150353
1852,3312,0.234619
554,2140,0.132498
631,1396,-0.0811409
2702,3748,0.510142
2698,3378,-0.239575
505,2474,-0.178115
2065,3423,-0.0468065
1385,3946,0.155596
111,3698,-0.163112
780,1156,0.27859
2094,4026,0.0588029
831,835,-0.178788
183,2602,0.012757
954,3192,-0.0818848
1430,2678,0.217766
842,994,0.00886657
119,2106,-0.06371
733,3590,0.107741
2295,3572,0.349617
1397,1793,0.100245
1524,3397,0.0444728
1987,2576,-0.168975
1899,3838,-0.0984138
131,3778,0.301506
110,3022,0.122653
1221,2364,-0.141215
339,1716,0.0869813
2317,2867,-0.134825
3692,3846,-0.0828688
996,3483,0.104609
952,2085,0.513425
2813,2878,-0.106213
2499,3597,0.0644101
2733,3285,-0.151951
612,2005,0.0245435
1465,2229,-0.0865389
1474,1607,0.10942
1413,2388,-0.065181
2910,2913,-0.0930854
245,1050,0.218058
2282,3321,0.109972
907,1920,-0.0815032
1465,2401,0.456428
795,4075,-0.219959
2280,2369,-0.0996559
1616,2860,-0.527357
1359,2028,0.306843
1316,2989,-0.212439
2088,3883,-0.00188166
2058,2658,0.00626137
3129,3536,-0.0233955
15,331,-0.0912132
2183,3264,-0.217359
473,2252,-0.243401
1813,3549,0.0369094
582,3856,-0.0125162
824,4049,0.582295
243,2197,0.451329
2270,3382,0.0664365
1031,3057,0.0136178
752,2417,0.160111
519,4034,0.0364569
658,2368,-0.474631
547,3051,0.389695
1400,3157,-0.0464969
3094,3543,0.27005
391,3921,-0.00624898
826,1197,0.176982
1666,3508,0.0413577
1245,1514,0.0617857
373,3896,-0.226335
2055,3921,-0.537148
2037,2312,0.322791
2038,2176,-0.150155
750,4027,0.389721
2949,3022,-0.408201
560,2218,0.18241
1647,3999,0.142904
59,1706,0.351022
877,3979,-0.357963
120,3430,-0.0982865
426,3060,0.349401
2765,3952,0.0529807
