u,v,curv
99,3940,14.0
100,297,96.0
100,392,102.0
100,547,105.0
100,601,97.0
100,771,98.0
100,815,94.0
100,905,77.0
100,967,77.0
100,1075,95.0
100,1078,95.0
100,1193,98.0
100,1228,90.0
100,1236,86.0
100,1317,100.0
100,1431,81.0
100,1437,92.0
100,1617,96.0
100,1649,99.0
100,1678,92.0
100,1797,99.0
100,1806,102.0
100,1829,98.0
100,1854,94.0
100,1988,90.0
100,2010,78.0
100,2031,86.0
100,2140,90.0
100,2266,95.0
100,2331,95.0
100,2337,109.0
100,2360,98.0
100,2590,85.0
100,2657,100.0
100,2793,97.0
100,2903,99.0
100,3051,97.0
100,3093,90.0
100,3211,92.0
100,3305,89.0
100,3360,108.0
100,3502,91.0
100,3566,87.0
100,3624,92.0
100,3880,99.0
100,3970,96.0
100,3972,85.0
101,188,82.0
101,317,72.0
101,392,93.0
101,623,81.0
101,628,79.0
101,647,81.0
101,770,92.0
101,771,89.0
101,891,86.0
101,912,67.0
101,1075,86.0
101,1224,75.0
101,1228,81.0
101,1236,77.0
101,1355,87.0
101,1386,81.0
101,1453,93.0
101,1472,73.0
101,1539,82.0
101,1647,86.0
101,1749,83.0
101,1805,89.0
101,1854,85.0
101,1968,83.0
101,2011,83.0
101,2115,91.0
101,2135,70.0
101,2140,81.0
101,2331,86.0
101,2337,100.0
101,2582,82.0
101,2786,77.0
101,3317,77.0
101,3360,99.0
101,3415,78.0
101,3521,68.0
101,3792,80.0
101,3949,83.0
101,3956,82.0
101,3970,87.0
102,110,58.0
102,658,54.0
102,698,43.0
102,1067,43.0
102,1160,50.0
102,1197,51.0
102,1594,42.0
102,1811,44.0
102,1820,58.0
102,2118,40.0
102,2307,48.0
102,2376,51.0
102,2576,60.0
102,2605,43.0
102,2766,59.0
102,2784,44.0
102,2828,59.0
102,3008,54.0
102,3022,44.0
102,3453,47.0
102,3458,57.0
102,3514,52.0
102,3558,44.0
102,3604,54.0
102,3660,54.0
102,4021,53.0
103,426,28.0
103,443,27.0
103,609,28.0
103,857,33.0
103,1279,26.0
103,1878,28.0
103,1890,31.0
103,2232,27.0
103,2438,31.0
103,2455,31.0
103,2529,34.0
103,3060,26.0
103,3141,25.0
103,3367,34.0
103,3498,32.0
104,107,54.0
104,151,64.0
104,217,47.0
104,403,60.0
104,582,62.0
104,747,60.0
104,1018,59.0
104,1077,66.0
104,1715,60.0
104,1827,63.0
104,1875,65.0
104,1957,58.0
104,1963,50.0
104,2051,70.0
104,2088,64.0
104,2281,47.0
104,2441,72.0
104,2480,68.0
104,2615,62.0
104,2702,49.0
104,3159,77.0
104,3392,60.0
104,3474,59.0
104,3478,64.0
104,3666,66.0
104,3678,68.0
104,3748,50.0
104,3767,59.0
104,4064,68.0
105,204,42.0
105,252,37.0
105,302,37.0
105,304,45.0
105,461,39.0
105,576,39.0
105,752,46.0
105,842,40.0
105,1390,39.0
105,1521,42.0
105,1633,39.0
105,1650,42.0
105,2048,42.0
105,2526,35.0
105,2660,44.0
105,2815,46.0
105,3080,38.0
105,3339,39.0
105,3622,38.0
105,3955,45.0
106,774,10.0
106,836,16.0
106,885,10.0
106,1934,13.0
106,1981,21.0
106,2991,11.0
107,151,62.0
107,217,45.0
107,403,58.0
107,491,40.0
107,582,60.0
107,664,43.0
107,802,53.0
107,1018,57.0
107,1827,61.0
107,1957,56.0
107,1963,48.0
107,2051,68.0
107,2281,45.0
107,2441,70.0
107,2480,66.0
107,2608,52.0
107,2702,47.0
107,3286,55.0
107,3392,58.0
107,3474,57.0
107,3506,49.0
107,3666,64.0
107,3682,48.0
107,3748,48.0
107,3767,57.0
107,4064,66.0
108,360,51.0
108,597,40.0
108,723,51.0
108,1001,49.0
108,1199,44.0
108,1240,57.0
108,1259,54.0
108,1503,47.0
108,1582,45.0
108,1606,51.0
108,1688,58.0
108,1867,49.0
108,1947,46.0
108,1990,42.0
108,2134,39.0
108,2158,51.0
108,2261,45.0
108,2410,60.0
108,2508,51.0
108,2608,53.0
108,2896,43.0
108,2935,41.0
108,2966,46.0
108,3261,60.0
108,3286,56.0
108,3506,50.0
108,3550,44.0
109,275,74.0
109,436,60.0
109,860,66.0
109,928,79.0
109,1038,46.0
109,1141,58.0
109,1155,76.0
109,1250,63.0
109,1252,74.0
109,1268,62.0
109,1425,68.0
109,1550,49.0
109,1730,52.0
109,1796,53.0
109,1901,49.0
109,2034,75.0
109,2267,63.0
109,2279,55.0
109,2595,68.0
109,2733,74.0
109,3387,69.0
109,3411,70.0
109,3598,55.0
109,3631,60.0
109,3673,73.0
109,3686,72.0
109,3899,56.0
109,4095,66.0
110,375,72.0
110,830,56.0
110,958,60.0
110,1002,69.0
110,1197,57.0
110,1219,73.0
110,1544,72.0
110,1639,59.0
110,1820,64.0
110,1837,60.0
110,1864,65.0
110,1924,65.0
110,1940,65.0
110,1972,75.0
110,2178,65.0
110,2426,71.0
110,2576,66.0
110,2671,61.0
110,2766,65.0
110,2883,59.0
110,3008,60.0
110,3192,71.0
110,3458,63.0
110,3514,58.0
110,3532,64.0
110,3611,71.0
110,3760,76.0
110,3846,74.0
110,3959,55.0
110,3992,71.0
110,4037,61.0
111,474,40.0
111,687,38.0
111,776,22.0
111,862,45.0
111,1557,39.0
111,1579,26.0
111,1847,22.0
111,2083,34.0
111,2286,32.0
111,2511,27.0
111,2744,31.0
111,3336,23.0
111,3818,40.0
112,2907,3.0
112,3717,3.0
113,178,41.0
113,499,46.0
113,598,43.0
113,1034,40.0
113,1049,34.0
113,1336,46.0
113,1439,37.0
113,1908,37.0
113,1970,38.0
113,2505,42.0
113,2663,47.0
113,2852,40.0
113,3049,49.0
113,3155,32.0
113,3214,41.0
113,3347,36.0
113,3595,38.0
113,3685,39.0
113,3732,46.0
113,4062,44.0
114,450,24.0
114,635,34.0
114,827,32.0
114,1377,31.0
114,1758,29.0
114,1904,34.0
114,2047,34.0
114,2056,26.0
114,2205,30.0
114,2503,36.0
114,2734,28.0
114,3010,42.0
114,3210,35.0
114,3384,27.0
114,3753,28.0
115,404,47.0
115,420,48.0
115,455,57.0
115,753,65.0
115,1050,52.0
115,1163,61.0
115,1414,45.0
115,1629,55.0
115,2066,64.0
115,2122,62.0
115,2143,44.0
115,2186,62.0
115,2334,62.0
115,2738,55.0
115,2760,58.0
115,2848,54.0
115,2963,59.0
115,3101,50.0
115,3133,58.0
115,3183,57.0
115,3520,44.0
115,3589,50.0
115,3821,58.0
115,4004,60.0
116,139,48.0
116,216,44.0
116,352,46.0
116,629,52.0
116,688,47.0
116,990,47.0
116,1093,54.0
116,1198,51.0
116,1646,52.0
116,1736,53.0
116,1826,56.0
116,1859,44.0
116,1899,52.0
116,1937,47.0
116,2449,53.0
116,2701,37.0
116,2826,50.0
116,3001,53.0
116,3232,48.0
116,3353,55.0
116,3365,59.0
116,3377,58.0
116,3771,45.0
116,3891,46.0
116,4030,58.0
117,1151,15.0
117,1230,13.0
117,1428,9.0
117,1707,13.0
117,2561,6.0
117,2689,14.0
118,205,57.0
118,231,55.0
118,449,54.0
118,533,58.0
118,542,45.0
118,766,48.0
118,857,44.0
118,1063,48.0
118,1081,66.0
118,1196,65.0
118,1302,53.0
118,1360,47.0
118,1667,65.0
118,1745,46.0
118,1754,56.0
118,1972,68.0
118,2529,45.0
118,2565,53.0
118,2883,52.0
118,2949,55.0
118,2969,44.0
118,3295,54.0
118,3376,62.0
118,3559,50.0
118,3704,47.0
118,3766,55.0
119,208,56.0
119,300,39.0
119,406,53.0
119,474,51.0
119,687,49.0
119,956,45.0
119,965,43.0
119,1040,58.0
119,1288,46.0
119,1368,36.0
119,1974,54.0
119,2083,45.0
119,2286,43.0
119,2483,45.0
119,2746,61.0
119,2931,46.0
119,3091,37.0
119,3255,47.0
119,3327,56.0
119,3412,43.0
119,3715,42.0
119,3738,48.0
119,4069,53.0
120,545,43.0
120,870,40.0
120,1037,45.0
120,2016,48.0
120,2104,31.0
120,2265,48.0
120,2454,44.0
120,2584,36.0
120,2679,41.0
120,2868,57.0
120,3240,45.0
120,3241,34.0
120,3259,43.0
120,3363,30.0
120,3517,51.0
120,3809,49.0
120,3889,32.0
120,4008,41.0
121,285,39.0
121,600,36.0
121,682,47.0
121,745,61.0
121,1352,51.0
121,1482,48.0
121,1669,38.0
121,1763,40.0
121,1891,32.0
121,2184,50.0
121,2191,32.0
121,2247,59.0
121,2316,42.0
121,2440,55.0
121,3043,53.0
121,3184,41.0
121,3234,47.0
121,3446,61.0
121,3630,58.0
121,3697,32.0
121,3865,43.0
121,4074,50.0
122,387,32.0
122,478,37.0
122,633,45.0
122,1010,34.0
122,1080,35.0
122,1203,36.0
122,1361,36.0
122,1438,30.0
122,1463,34.0
122,1518,29.0
122,1970,36.0
122,2505,40.0
122,2675,34.0
122,2844,39.0
122,2908,44.0
122,3135,44.0
122,3477,47.0
122,3769,33.0
124,525,30.0
124,1015,19.0
124,1260,16.0
124,1345,22.0
124,1670,18.0
124,1791,23.0
124,1834,19.0
124,2142,18.0
124,2437,20.0
124,3231,26.0
124,3811,17.0
124,4072,20.0
125,250,14.0
125,277,12.0
125,809,13.0
125,1969,15.0
125,2712,14.0
125,3207,11.0
126,145,74.0
126,696,83.0
126,798,77.0
126,877,76.0
126,1093,70.0
126,1198,67.0
126,1217,76.0
126,1234,77.0
126,1256,82.0
126,1320,80.0
126,1355,87.0
126,1401,83.0
126,1558,80.0
126,1651,76.0
126,1826,72.0
126,1899,68.0
126,1920,86.0
126,1985,90.0
126,2003,81.0
126,2106,81.0
126,2327,85.0
126,2443,83.0
126,2460,71.0
126,2604,84.0
126,2676,84.0
126,2743,86.0
126,2913,83.0
126,3004,72.0
126,3031,87.0
126,3161,79.0
126,3365,75.0
126,3377,74.0
126,3448,83.0
126,3501,79.0
126,3591,71.0
126,3949,83.0
126,3956,82.0
126,4069,69.0
126,4076,76.0
127,826,25.0
127,850,25.0
127,867,23.0
127,2027,16.0
127,2089,15.0
127,2624,25.0
127,3104,24.0
127,3246,15.0
127,3651,25.0
128,279,77.0
128,392,97.0
128,534,93.0
128,547,100.0
128,601,92.0
128,770,96.0
128,815,89.0
128,863,87.0
128,915,84.0
128,932,83.0
128,1132,94.0
128,1193,93.0
128,1266,95.0
128,1549,95.0
128,1617,91.0
128,1647,90.0
128,1649,94.0
128,1797,94.0
128,1805,93.0
128,1968,87.0
128,1979,81.0
128,2097,81.0
128,2266,90.0
128,2337,104.0
128,2361,87.0
128,2503,65.0
128,2542,92.0
128,2582,86.0
128,2629,73.0
128,2657,95.0
128,2695,87.0
128,2756,82.0
128,2793,92.0
128,2917,88.0
128,2924,81.0
128,3010,71.0
128,3051,92.0
128,3094,97.0
128,3193,71.0
128,3360,103.0
128,3574,71.0
128,3758,76.0
128,3882,97.0
129,330,50.0
129,481,42.0
129,528,44.0
129,886,42.0
129,1114,33.0
129,1318,33.0
129,1603,44.0
129,1755,31.0
129,1932,42.0
129,2152,41.0
129,2385,37.0
129,2741,27.0
129,2795,36.0
129,2801,38.0
129,2810,38.0
129,3006,44.0
129,3016,30.0
129,3117,34.0
129,3941,37.0
130,318,48.0
130,429,52.0
130,458,46.0
130,489,49.0
130,504,52.0
130,627,50.0
130,974,52.0
130,1021,55.0
130,1051,54.0
130,1179,53.0
130,1443,52.0
130,1504,55.0
130,1699,53.0
130,2045,50.0
130,2072,49.0
130,2390,51.0
130,2473,49.0
130,3146,52.0
130,3274,54.0
130,3407,49.0
130,3517,57.0
130,3632,57.0
130,4026,47.0
130,4060,52.0
131,197,30.0
131,202,27.0
131,586,19.0
131,642,34.0
131,828,23.0
131,1028,32.0
131,2934,15.0
131,2970,35.0
131,3180,30.0
131,3582,23.0
131,3778,34.0
132,186,63.0
132,245,67.0
132,374,70.0
132,536,65.0
132,650,71.0
132,685,71.0
132,691,77.0
132,750,67.0
132,753,75.0
132,782,74.0
132,795,65.0
132,880,60.0
132,1350,84.0
132,1733,66.0
132,1872,66.0
132,2122,72.0
132,2137,65.0
132,2208,71.0
132,2270,75.0
132,2318,61.0
132,2541,73.0
132,2699,78.0
132,2851,61.0
132,2963,69.0
132,2996,79.0
132,3348,70.0
132,3486,75.0
132,3995,63.0
132,4004,70.0
132,4027,60.0
133,137,41.0
133,468,27.0
133,610,40.0
133,1004,29.0
133,1052,41.0
133,1220,28.0
133,1486,46.0
133,1574,33.0
133,1809,34.0
133,1822,28.0
133,2053,34.0
133,2619,24.0
133,3396,44.0
133,3625,33.0
133,3670,33.0
133,3707,30.0
133,3819,31.0
133,3904,33.0
133,4016,41.0
134,203,2.0
134,1285,2.0
134,3618,3.0
135,318,54.0
135,458,52.0
135,489,55.0
135,677,44.0
135,832,64.0
135,974,58.0
135,1021,61.0
135,1123,59.0
135,1387,62.0
135,1783,46.0
135,1855,57.0
135,1897,64.0
135,2044,53.0
135,2045,56.0
135,2229,54.0
135,2295,56.0
135,2328,66.0
135,2473,55.0
135,2808,58.0
135,2977,59.0
135,2997,52.0
135,3042,53.0
135,3235,66.0
135,3340,71.0
135,3561,62.0
135,3572,62.0
135,3576,63.0
135,3627,54.0
135,3779,54.0
137,305,39.0
137,478,42.0
137,610,45.0
137,927,47.0
137,1052,46.0
137,1092,34.0
137,1109,47.0
137,1229,51.0
137,1264,37.0
137,1313,52.0
137,1486,51.0
137,1574,38.0
137,1615,56.0
137,1836,49.0
137,1959,48.0
137,2053,39.0
137,2202,48.0
137,2908,49.0
137,3302,47.0
137,3396,49.0
137,3625,38.0
137,3908,44.0
137,4016,46.0
138,173,31.0
138,230,27.0
138,541,16.0
138,929,17.0
138,1902,15.0
138,2079,28.0
138,2677,12.0
138,2855,23.0
138,3168,31.0
138,3189,24.0
138,3887,22.0
139,216,44.0
139,327,46.0
139,352,46.0
139,564,50.0
139,1093,54.0
139,1198,51.0
139,1646,52.0
139,1692,43.0
139,1736,53.0
139,1826,56.0
139,1899,52.0
139,2389,48.0
139,2449,53.0
139,2460,55.0
139,2693,40.0
139,2701,37.0
139,2826,50.0
139,3170,45.0
139,3232,48.0
139,3377,58.0
139,3612,47.0
139,3891,46.0
139,4076,60.0
140,310,79.0
140,365,89.0
140,439,83.0
140,471,80.0
140,613,97.0
140,647,82.0
140,655,92.0
140,685,77.0
140,721,81.0
140,937,80.0
140,966,87.0
140,1078,87.0
140,1087,80.0
140,1091,81.0
140,1231,82.0
140,1271,82.0
140,1283,78.0
140,1307,86.0
140,1370,87.0
140,1375,81.0
140,1424,79.0
140,1573,85.0
140,1625,80.0
140,1626,82.0
140,1679,91.0
140,2126,90.0
140,2212,92.0
140,2350,79.0
140,2639,78.0
140,2775,79.0
140,2786,78.0
140,2787,79.0
140,2867,79.0
140,2885,83.0
140,2927,83.0
140,3211,84.0
140,3488,82.0
140,3543,87.0
140,3624,84.0
140,3966,77.0
140,4009,92.0
141,148,72.0
141,288,73.0
141,440,89.0
141,553,80.0
141,599,79.0
141,636,77.0
141,666,79.0
141,753,81.0
141,900,87.0
141,901,81.0
141,1117,91.0
141,1411,81.0
141,1779,78.0
141,1880,86.0
141,2065,72.0
141,2066,80.0
141,2075,77.0
141,2186,78.0
141,2334,78.0
141,2336,78.0
141,2374,86.0
141,2488,88.0
141,2730,87.0
141,2760,74.0
141,2848,70.0
141,2902,81.0
141,3068,85.0
141,3133,74.0
141,3418,75.0
141,3420,84.0
141,3646,84.0
141,3692,90.0
141,3749,88.0
141,3807,73.0
141,3842,74.0
141,3912,94.0
141,3951,86.0
141,4013,90.0
141,4056,88.0
142,532,59.0
142,813,44.0
142,1102,46.0
142,1248,50.0
142,1305,54.0
142,1382,51.0
142,1460,48.0
142,1468,62.0
142,1495,57.0
142,1780,60.0
142,1962,49.0
142,2196,47.0
142,2217,46.0
142,2280,50.0
142,2354,48.0
142,2419,66.0
142,2457,44.0
142,2583,45.0
142,2669,62.0
142,2684,46.0
142,2773,45.0
142,3002,53.0
142,3378,53.0
142,3519,51.0
142,3667,59.0
142,3878,47.0
143,228,34.0
143,524,33.0
143,550,25.0
143,674,28.0
143,1239,39.0
143,1276,27.0
143,1535,29.0
143,1788,30.0
143,1923,34.0
143,1983,29.0
143,2326,31.0
143,2367,26.0
143,2894,30.0
143,3219,26.0
143,3343,29.0
144,911,23.0
144,1067,29.0
144,1293,28.0
144,1811,30.0
144,1840,21.0
144,2023,29.0
144,2424,28.0
144,3283,19.0
144,3345,33.0
144,3352,24.0
144,3453,33.0
144,3664,16.0
144,4059,24.0
145,208,66.0
145,696,77.0
145,798,71.0
145,877,70.0
145,1093,64.0
145,1198,61.0
145,1234,71.0
145,1320,74.0
145,1401,77.0
145,1558,74.0
145,1646,62.0
145,1826,66.0
145,1899,62.0
145,1920,80.0
145,2003,75.0
145,2106,75.0
145,2443,77.0
145,2460,65.0
145,2604,78.0
145,2676,78.0
145,2743,80.0
145,2746,71.0
145,3161,73.0
145,3232,58.0
145,3327,66.0
145,3365,69.0
145,3377,68.0
145,3501,73.0
145,3591,65.0
145,3956,76.0
145,4069,63.0
145,4076,70.0
146,350,29.0
146,491,30.0
146,1065,24.0
146,1215,27.0
146,1467,29.0
146,2223,25.0
146,2750,29.0
146,2833,28.0
146,2954,31.0
146,2989,32.0
146,3112,28.0
146,3198,28.0
146,3556,35.0
146,3647,30.0
146,3714,26.0
146,3907,31.0
146,3961,30.0
147,824,18.0
147,1533,21.0
147,2055,16.0
147,2391,14.0
147,3383,20.0
147,3437,16.0
147,4049,18.0
147,4058,14.0
148,288,63.0
148,330,62.0
148,528,56.0
148,553,70.0
148,599,69.0
148,666,69.0
148,1411,71.0
148,1648,62.0
148,1777,70.0
148,1862,57.0
148,1944,52.0
148,2018,65.0
148,2065,62.0
148,2066,70.0
148,2075,67.0
148,2152,53.0
148,2186,68.0
148,2336,68.0
148,2394,51.0
148,2760,64.0
148,2801,50.0
148,2810,50.0
148,2848,60.0
148,3006,56.0
148,3133,64.0
148,3328,53.0
148,3418,65.0
148,3420,74.0
148,3807,63.0
148,3958,56.0
149,755,6.0
149,2319,7.0
149,3425,4.0
149,3705,4.0
150,726,59.0
150,1395,59.0
150,1468,66.0
150,1511,69.0
150,1544,69.0
150,1607,72.0
150,1780,64.0
150,1864,62.0
150,1987,62.0
150,2025,82.0
150,2035,72.0
150,2516,69.0
150,2669,66.0
150,2671,58.0
150,2698,61.0
150,2921,65.0
150,2956,70.0
150,3066,75.0
150,3081,59.0
150,3192,68.0
150,3226,58.0
150,3519,55.0
150,3667,63.0
150,3726,68.0
150,3750,73.0
150,3752,53.0
150,3783,43.0
150,3846,71.0
150,4037,58.0
150,4044,62.0
151,400,70.0
151,403,68.0
151,582,70.0
151,713,82.0
151,1018,67.0
151,1077,74.0
151,1191,83.0
151,1456,74.0
151,1827,71.0
151,1875,73.0
151,1957,66.0
151,1963,58.0
151,2051,78.0
151,2111,63.0
151,2260,65.0
151,2323,69.0
151,2417,64.0
151,2441,80.0
151,2446,64.0
151,2461,70.0
151,2480,76.0
151,2951,74.0
151,2984,62.0
151,3048,68.0
151,3159,85.0
151,3282,72.0
151,3287,71.0
151,3392,68.0
151,3474,67.0
151,3478,72.0
151,3666,74.0
151,3678,76.0
151,3767,67.0
151,4064,76.0
152,1398,19.0
152,1535,24.0
152,1543,23.0
152,1795,23.0
152,1869,17.0
152,1954,21.0
152,2427,21.0
152,2686,20.0
152,2805,16.0
152,3615,16.0
153,1369,6.0
153,3906,4.0
153,3967,10.0
154,676,26.0
154,756,20.0
154,968,21.0
154,1089,17.0
154,2094,27.0
154,2960,20.0
154,3016,21.0
154,3269,22.0
154,3864,25.0
154,3918,23.0
154,4029,27.0
155,271,86.0
155,276,84.0
155,294,93.0
155,414,90.0
155,415,88.0
155,636,78.0
155,660,78.0
155,937,81.0
155,1152,89.0
155,1231,83.0
155,1307,87.0
155,1370,88.0
155,1596,93.0
155,1605,78.0
155,1625,81.0
155,1626,83.0
155,1679,92.0
155,1807,92.0
155,2008,82.0
155,2062,89.0
155,2126,91.0
155,2169,83.0
155,2212,93.0
155,2270,82.0
155,2488,89.0
155,2692,86.0
155,2699,85.0
155,2718,89.0
155,2867,80.0
155,2993,80.0
155,2996,86.0
155,3024,80.0
155,3028,87.0
155,3177,84.0
155,3710,83.0
155,3804,89.0
155,3912,95.0
155,3934,79.0
155,3944,76.0
155,4056,89.0
156,273,81.0
156,471,81.0
156,472,87.0
156,611,84.0
156,721,82.0
156,847,83.0
156,907,78.0
156,933,79.0
156,985,93.0
156,1045,88.0
156,1174,82.0
156,1207,86.0
156,1232,82.0
156,1283,79.0
156,1353,82.0
156,1408,86.0
156,1424,80.0
156,1488,86.0
156,1501,88.0
156,1554,81.0
156,1818,78.0
156,2141,96.0
156,2166,78.0
156,2167,87.0
156,2176,86.0
156,2227,77.0
156,2479,76.0
156,2485,75.0
156,2639,79.0
156,2706,89.0
156,2716,90.0
156,2876,80.0
156,3144,93.0
156,3238,93.0
156,3265,87.0
156,3356,84.0
156,3523,89.0
156,3534,86.0
156,3630,79.0
156,3854,81.0
156,3859,80.0
156,3943,80.0
157,615,30.0
157,767,16.0
157,978,22.0
157,1076,30.0
157,1154,24.0
157,1525,26.0
157,1547,17.0
157,1781,28.0
157,3539,20.0
157,3650,25.0
157,3708,29.0
158,377,72.0
158,769,75.0
158,832,70.0
158,872,70.0
158,892,80.0
158,922,72.0
158,945,75.0
158,1021,67.0
158,1123,65.0
158,1164,72.0
158,1189,76.0
158,1257,71.0
158,1465,71.0
158,1812,79.0
158,1956,68.0
158,2017,87.0
158,2131,72.0
158,2160,73.0
158,2328,72.0
158,2522,81.0
158,2628,83.0
158,2700,73.0
158,2834,72.0
158,3040,72.0
158,3068,80.0
158,3149,72.0
158,3218,73.0
