u,v,curv
2195,3272,22.0
2195,3296,20.0
2195,3487,21.0
2195,4024,23.0
2196,2329,44.0
2196,2457,41.0
2196,2583,42.0
2196,2739,47.0
2196,2773,42.0
2196,3704,44.0
2196,3766,52.0
2197,2203,31.0
2197,2473,42.0
2197,2846,40.0
2197,2914,29.0
2197,3123,34.0
2197,3196,32.0
2197,3262,37.0
2197,3911,30.0
2198,2300,35.0
2198,2413,49.0
2198,2445,37.0
2198,2814,47.0
2198,2980,35.0
2198,3083,55.0
2198,3281,45.0
2198,3440,50.0
2198,3633,59.0
2198,3797,43.0
2198,3985,47.0
2198,4046,51.0
2199,2753,8.0
2199,2953,15.0
2199,3600,8.0
2200,2792,13.0
2200,2938,10.0
2200,3216,13.0
2200,3695,12.0
2201,2914,24.0
2201,3672,28.0
2201,3911,25.0
2201,3967,20.0
2201,3993,24.0
2202,2375,57.0
2202,2640,43.0
2202,2908,51.0
2202,3135,51.0
2202,3396,51.0
2202,3477,54.0
2202,3542,37.0
2202,3625,40.0
2202,3639,54.0
2202,3885,39.0
2203,2474,27.0
2203,2914,26.0
2203,3123,31.0
2203,3672,30.0
2203,3756,27.0
2203,3911,27.0
2203,4015,26.0
2204,2259,38.0
2204,2277,36.0
2204,2631,30.0
2204,2636,52.0
2204,2906,42.0
2204,3315,39.0
2204,3421,46.0
2204,3531,24.0
2205,2503,36.0
2205,2629,44.0
2205,2924,52.0
2205,3010,42.0
2205,3236,29.0
2205,3758,47.0
2205,3978,45.0
2206,2340,70.0
2206,2615,65.0
2206,2951,69.0
2206,3159,80.0
2206,3244,64.0
2206,3392,63.0
2206,3565,66.0
2206,3666,69.0
2206,3678,71.0
2206,3691,52.0
2206,3748,53.0
2206,3978,61.0
2207,2294,44.0
2207,2411,51.0
2207,2423,62.0
2207,2471,50.0
2207,2528,59.0
2207,2655,50.0
2207,2808,57.0
2207,2861,60.0
2207,2964,53.0
2207,3088,55.0
2207,3109,54.0
2207,3551,64.0
2207,3576,62.0
2207,3721,49.0
2208,2210,57.0
2208,2318,62.0
2208,2407,54.0
2208,2541,74.0
2208,2672,65.0
2208,2738,66.0
2208,2797,56.0
2208,2963,70.0
2208,3264,60.0
2208,3289,62.0
2208,3456,64.0
2208,3486,76.0
2208,3706,61.0
2208,4004,71.0
2208,4027,61.0
2209,2267,79.0
2209,2268,85.0
2209,2279,71.0
2209,2339,81.0
2209,2379,79.0
2209,2440,78.0
2209,2595,84.0
2209,2642,81.0
2209,2733,90.0
2209,2916,91.0
2209,2974,84.0
2209,3043,76.0
2209,3325,82.0
2209,3366,84.0
2209,3446,84.0
2209,3614,79.0
2209,3630,81.0
2209,3656,79.0
2209,3665,88.0
2209,3686,88.0
2209,3833,82.0
2209,3843,72.0
2209,3896,74.0
2210,2318,47.0
2210,2407,39.0
2210,2541,59.0
2210,2579,46.0
2210,2797,41.0
2210,2812,34.0
2210,3264,45.0
2210,3334,41.0
2210,3456,49.0
2210,3706,46.0
2210,4027,46.0
2211,2315,13.0
2211,2930,20.0
2212,2270,91.0
2212,2350,89.0
2212,2359,104.0
2212,2522,96.0
2212,2628,98.0
2212,2730,97.0
2212,2927,93.0
2212,2996,95.0
2212,3270,97.0
2212,3364,93.0
2212,3382,97.0
2212,3398,84.0
2212,3461,102.0
2212,3488,92.0
2212,3544,95.0
2212,3796,99.0
2212,3888,92.0
2212,3912,104.0
2212,3966,87.0
2212,4013,100.0
2212,4036,94.0
2212,4056,98.0
2213,2602,28.0
2213,2632,31.0
2213,3751,30.0
2214,2644,28.0
2214,2662,27.0
2214,2940,33.0
2214,3136,25.0
2214,3275,27.0
2215,3426,5.0
2215,4003,6.0
2216,2224,57.0
2216,2335,56.0
2216,2379,66.0
2216,2485,64.0
2216,2571,69.0
2216,2603,74.0
2216,2696,59.0
2216,2717,66.0
2216,2761,64.0
2216,2790,68.0
2216,2882,66.0
2216,3031,78.0
2216,3505,57.0
2216,3529,64.0
2216,3921,50.0
2216,4002,58.0
2217,2280,46.0
2217,2354,44.0
2217,2457,40.0
2217,2583,41.0
2217,2640,39.0
2217,3002,49.0
2217,3378,49.0
2217,3507,39.0
2217,3519,47.0
2217,3554,43.0
2217,3639,50.0
2217,3878,43.0
2217,4035,39.0
2218,2418,22.0
2218,2471,26.0
2218,2975,10.0
2218,3316,10.0
2219,2257,47.0
2219,2349,46.0
2219,2411,44.0
2219,2423,55.0
2219,2471,43.0
2219,2528,52.0
2219,2618,40.0
2219,2655,43.0
2219,3088,48.0
2219,3167,50.0
2219,3310,52.0
2219,3533,41.0
2219,3551,57.0
2221,2374,87.0
2221,2516,82.0
2221,2902,82.0
2221,2993,80.0
2221,3037,82.0
2221,3066,88.0
2221,3105,83.0
2221,3110,83.0
2221,3206,83.0
2221,3308,81.0
2221,3418,76.0
2221,3423,86.0
2221,3473,86.0
2221,3586,85.0
2221,3692,91.0
2221,3743,82.0
2221,3749,89.0
2221,3760,86.0
2221,3804,89.0
2221,3842,75.0
2221,3934,79.0
2221,4023,85.0
2222,2437,18.0
2222,2929,16.0
2222,3231,24.0
2222,3459,23.0
2222,3594,16.0
2223,2750,22.0
2223,2833,21.0
2223,2954,24.0
2223,2989,25.0
2223,3245,22.0
2223,3434,17.0
2223,3907,24.0
2224,2603,69.0
2224,2691,38.0
2224,2696,54.0
2224,2761,59.0
2224,2790,63.0
2224,3505,52.0
2224,3742,44.0
2224,3832,42.0
2224,3921,45.0
2224,4002,53.0
2225,2649,10.0
2225,2806,10.0
2225,3790,8.0
2225,3975,5.0
2226,2633,31.0
2226,2932,25.0
2226,2985,22.0
2226,3103,30.0
2226,3138,25.0
2226,3463,29.0
2226,3590,27.0
2226,3769,30.0
2226,4093,30.0
2227,2247,73.0
2227,2479,69.0
2227,2858,72.0
2227,2867,73.0
2227,2876,73.0
2227,3150,73.0
2227,3200,68.0
2227,3755,68.0
2227,3854,74.0
2227,3859,73.0
2227,3936,71.0
2227,3943,73.0
2227,3952,71.0
2228,2687,42.0
2228,2705,44.0
2228,2782,45.0
2228,2959,44.0
2228,3053,44.0
2228,3256,41.0
2228,3337,44.0
2228,3861,41.0
2229,2295,50.0
2229,2328,60.0
2229,2977,53.0
2229,2997,46.0
2229,3181,45.0
2229,3235,60.0
2229,3340,65.0
2229,3561,56.0
2229,3627,48.0
2229,3754,49.0
2229,3779,48.0
2229,3933,46.0
2230,4087,2.0
2231,2404,24.0
2231,2489,22.0
2231,3628,25.0
2232,2455,30.0
2232,2624,30.0
2232,3104,29.0
2232,3651,30.0
2233,2293,44.0
2233,2779,47.0
2233,2970,48.0
2233,3064,37.0
2233,3180,43.0
2233,3208,45.0
2233,3410,45.0
2233,3541,44.0
2233,3582,36.0
2233,3770,35.0
2233,3778,47.0
2233,3947,49.0
2233,3968,38.0
2234,3237,5.0
2234,4051,12.0
2235,3212,3.0
2235,3252,4.0
2235,3868,6.0
2236,3383,20.0
2236,3437,16.0
2236,3773,19.0
2236,4073,16.0
2237,3945,10.0
2238,2277,54.0
2238,2321,67.0
2238,2343,64.0
2238,2636,70.0
2238,2969,53.0
2238,3009,73.0
2238,3295,63.0
2238,3350,76.0
2238,3395,72.0
2238,3399,73.0
2238,3408,63.0
2238,3563,70.0
2238,3657,61.0
2238,3892,74.0
2239,2256,9.0
2240,2305,81.0
2240,2359,93.0
2240,2434,84.0
2240,2470,85.0
2240,2499,76.0
2240,2522,85.0
2240,2628,87.0
2240,2700,77.0
2240,2820,74.0
2240,2943,88.0
2240,3270,86.0
2240,3364,82.0
2240,3382,86.0
2240,3398,73.0
2240,3461,91.0
2240,3508,79.0
2240,3544,84.0
2240,3781,84.0
2240,3796,88.0
2240,3838,79.0
2240,3888,81.0
2240,3964,85.0
2240,4036,83.0
2241,2248,74.0
2241,2323,69.0
2241,2648,76.0
2241,2657,87.0
2241,2769,78.0
2241,3130,74.0
2241,3159,85.0
2241,3217,78.0
2241,3282,72.0
2241,3374,77.0
2241,3441,77.0
2241,3485,78.0
2241,3547,76.0
2241,3666,74.0
2241,3678,76.0
2241,3805,73.0
2241,3883,74.0
2241,3900,68.0
2241,4066,76.0
2242,2276,27.0
2242,2549,44.0
2242,2643,41.0
2242,2869,34.0
2242,2970,43.0
2242,3036,41.0
2242,3708,36.0
2242,3711,42.0
2242,3778,42.0
2242,3939,47.0
2243,2305,75.0
2243,2311,69.0
2243,2658,68.0
2243,2670,64.0
2243,2742,71.0
2243,2770,64.0
2243,2865,59.0
2243,3015,51.0
2243,3213,66.0
2243,3353,65.0
2243,3388,67.0
2243,3422,63.0
2243,3449,61.0
2243,3481,75.0
2243,3597,65.0
2243,3688,68.0
2243,3789,65.0
2243,3791,52.0
2243,3984,62.0
2244,2383,11.0
2244,3835,8.0
2244,3927,11.0
2245,4051,13.0
2246,2622,38.0
2246,2728,41.0
2246,2930,35.0
2246,3062,50.0
2246,3342,55.0
2246,3659,59.0
2246,3797,44.0
2246,3827,56.0
2246,3985,48.0
2246,4000,45.0
2247,2440,72.0
2247,2754,63.0
2247,2847,69.0
2247,2884,74.0
2247,3200,71.0
2247,3234,64.0
2247,3446,78.0
2247,3504,62.0
2247,3563,74.0
2247,3854,77.0
2247,3859,76.0
2248,2274,79.0
2248,2301,74.0
2248,2402,67.0
2248,2595,78.0
2248,2673,89.0
2248,2860,81.0
2248,3048,70.0
2248,3159,87.0
2248,3217,80.0
2248,3366,78.0
2248,3374,79.0
2248,3431,81.0
2248,3442,79.0
2248,3466,72.0
2248,3665,82.0
2248,3720,75.0
2248,3805,75.0
2248,3833,76.0
2248,3900,70.0
2248,3903,81.0
2248,4063,66.0
2249,2260,68.0
2249,2274,80.0
2249,2420,67.0
2249,2441,83.0
2249,2480,79.0
2249,2481,62.0
2249,2497,66.0
2249,2613,65.0
2249,2635,74.0
2249,2673,90.0
2249,2731,70.0
2249,2807,72.0
2249,2976,78.0
2249,3048,71.0
2249,3090,73.0
2249,3129,59.0
2249,3137,67.0
2249,3239,73.0
2249,3242,79.0
2249,3267,70.0
2249,3287,74.0
2249,3442,80.0
2249,3466,73.0
2249,3478,75.0
2249,3720,76.0
2250,2720,21.0
2250,3205,21.0
2252,2306,52.0
2252,2428,43.0
2252,2453,41.0
2252,2458,44.0
2252,2550,40.0
2252,2789,46.0
2252,3101,47.0
2252,3108,42.0
2252,3328,44.0
2252,3520,41.0
2252,3564,37.0
2252,3958,47.0
2253,2272,79.0
2253,2304,72.0
2253,2317,89.0
2253,2333,85.0
2253,2648,81.0
2253,2721,85.0
2253,2769,83.0
2253,2972,81.0
2253,3116,93.0
2253,3147,88.0
2253,3271,71.0
2253,3324,85.0
2253,3329,78.0
2253,3457,81.0
2253,3580,92.0
2253,3642,84.0
2253,3658,68.0
2253,3774,67.0
2253,3829,85.0
2253,3839,80.0
2253,3884,82.0
2253,3922,68.0
2253,3976,67.0
2254,2661,16.0
2254,3509,19.0
2254,3540,22.0
2256,2827,13.0
2257,2349,49.0
2257,2394,45.0
2257,2423,58.0
2257,3119,46.0
2257,3167,53.0
2257,3407,50.0
2257,3490,44.0
2257,3533,44.0
2257,3551,60.0
2257,4026,48.0
2257,4029,42.0
2258,2606,13.0
2258,3021,13.0
2258,3254,15.0
2258,3919,12.0
2258,4065,12.0
2259,2631,36.0
2259,2636,58.0
2259,2663,49.0
2259,2906,48.0
2259,3248,32.0
2259,3293,37.0
2259,3315,45.0
2259,3421,52.0
2259,3626,34.0
2259,4062,46.0
2260,2301,65.0
2260,2417,57.0
2260,2441,73.0
2260,2446,57.0
2260,2480,69.0
2260,2635,64.0
2260,2807,62.0
2260,2976,68.0
2260,3048,61.0
2260,3287,64.0
2260,3474,60.0
2260,3478,65.0
2260,3494,57.0
2260,3720,66.0
2260,3858,53.0
2260,4064,69.0
2261,2508,42.0
2261,2544,37.0
2261,2935,32.0
2261,3261,51.0
2261,3550,35.0
2261,3746,41.0
2261,4048,40.0
2262,2907,2.0
2263,3050,6.0
2263,3067,5.0
2264,2581,22.0
2264,3103,28.0
2264,3321,25.0
2264,3542,25.0
2264,3687,22.0
2264,3991,25.0
2264,4019,24.0
2265,2454,56.0
2265,2494,57.0
2265,2569,60.0
2265,2654,59.0
2265,2679,53.0
2265,2715,61.0
2265,2868,69.0
2265,3063,66.0
2265,3084,59.0
2265,3240,57.0
2265,3259,55.0
2265,3438,51.0
2265,3517,63.0
2265,3548,62.0
2265,3632,63.0
2265,3809,61.0
2265,3815,59.0
2265,3879,55.0
2265,4008,53.0
2265,4060,58.0
2266,2337,106.0
2266,2340,85.0
2266,2360,95.0
2266,2361,89.0
2266,2590,82.0
2266,2629,75.0
2266,2657,97.0
2266,2793,94.0
2266,3051,94.0
2266,3305,86.0
2266,3360,105.0
2266,3876,71.0
2266,3970,93.0
2266,3972,82.0
2267,2339,72.0
2267,2386,65.0
2267,2595,75.0
2267,2860,78.0
2267,3158,55.0
2267,3366,75.0
2267,3431,78.0
2267,3598,62.0
2267,3665,79.0
2267,3833,73.0
2267,3843,63.0
2267,4095,73.0
2268,2440,75.0
2268,2642,78.0
2268,2733,87.0
2268,2876,79.0
2268,2916,88.0
2268,2974,81.0
2268,3043,73.0
2268,3266,87.0
2268,3325,79.0
2268,3419,76.0
2268,3446,81.0
2268,3614,76.0
2268,3630,78.0
2268,3656,76.0
2268,3859,79.0
2268,3896,71.0
2269,2549,46.0
2269,2553,46.0
2269,2579,46.0
2269,2643,43.0
2269,2794,30.0
2269,2947,44.0
2269,2958,43.0
2269,3036,43.0
2269,3079,45.0
2269,3370,44.0
2269,3711,44.0
2269,3939,49.0
2270,2334,77.0
2270,2359,93.0
2270,2488,87.0
2270,2692,84.0
2270,2699,83.0
2270,2718,87.0
2270,2963,74.0
2270,2996,84.0
2270,3348,75.0
2270,3852,79.0
2270,3912,93.0
2270,3995,68.0
2270,4056,87.0
2271,2486,25.0
2271,2915,29.0
2271,2978,32.0
2271,3075,22.0
2271,3158,34.0
2271,3174,26.0
2271,3537,27.0
2271,3549,32.0
2271,3598,41.0
2271,3649,28.0
2272,2317,86.0
2272,2347,74.0
2272,2380,71.0
2272,2410,71.0
2272,2461,72.0
2272,2648,78.0
2272,2769,80.0
2272,2972,78.0
2272,3070,87.0
2272,3116,90.0
2272,3147,85.0
2272,3221,92.0
2272,3250,92.0
2272,3324,82.0
2272,3333,75.0
2272,3457,78.0
2272,3547,78.0
2272,3829,82.0
2272,3884,79.0
2272,3938,79.0
2273,2540,82.0
2273,2547,84.0
2273,2604,93.0
2273,2676,93.0
2273,2743,95.0
2273,2759,90.0
2273,2913,92.0
2273,2941,104.0
2273,3031,96.0
2273,3161,88.0
2273,3313,91.0
2273,3448,92.0
2273,3529,82.0
2273,3583,89.0
2273,3698,91.0
2273,3784,95.0
2273,3818,76.0
2273,3882,102.0
2273,3949,92.0
2273,3956,91.0
2273,3999,88.0
2274,2441,85.0
2274,2493,65.0
2274,2521,73.0
2274,2635,76.0
2274,2673,92.0
2274,2731,72.0
2274,2807,74.0
2274,2951,79.0
2274,2976,80.0
2274,3217,83.0
2274,3239,75.0
2274,3242,81.0
2274,3287,76.0
2274,3431,84.0
2274,3466,75.0
2274,3478,77.0
2274,3903,84.0
2275,2421,11.0
2275,2546,14.0
2275,2792,15.0
2276,2297,13.0
2276,2643,30.0
2276,2794,17.0
2277,2321,53.0
2277,2343,50.0
2277,2365,36.0
2277,2636,56.0
2277,2906,46.0
2277,2969,39.0
2277,3295,49.0
2277,3395,58.0
2277,3421,50.0
2277,3704,42.0
2277,3766,50.0
2278,2739,36.0
2278,2920,20.0
2278,3078,24.0
2278,3367,31.0
2278,3509,20.0
2278,4034,18.0
2279,2440,61.0
2279,2642,64.0
2279,2685,44.0
2279,2733,73.0
2279,2781,55.0
2279,3043,59.0
2279,3446,67.0
2279,3614,62.0
2279,3656,62.0
2279,3686,71.0
2279,3896,57.0
2279,3997,40.0
2280,2354,48.0
2280,2419,66.0
2280,2457,44.0
2280,2669,62.0
2280,2684,46.0
2280,2773,45.0
2280,2956,66.0
2280,3002,53.0
2280,3378,53.0
2280,3519,51.0
2280,3667,59.0
2280,3752,49.0
2280,3878,47.0
2281,2608,45.0
2281,2896,35.0
2281,2919,32.0
2281,3286,48.0
2281,3506,42.0
2281,3767,50.0
2282,2664,19.0
2282,2905,21.0
2282,3103,24.0
2282,3145,17.0
2282,3227,26.0
2282,3795,20.0
2283,2563,39.0
2283,2596,32.0
2283,2904,35.0
2283,3843,43.0
2283,3923,34.0
2284,2438,25.0
2284,3092,18.0
2284,3483,30.0
2284,3812,25.0
2285,2645,21.0
2285,3017,20.0
2285,3065,19.0
2285,3148,23.0
2286,2483,40.0
2286,3091,32.0
2286,3765,35.0
2286,3818,46.0
2286,4032,28.0
2287,2302,2.0
2287,3046,3.0
2288,3455,6.0
2289,2372,66.0
2289,2419,75.0
2289,2538,67.0
2289,2669,71.0
2289,2788,73.0
2289,2956,75.0
2289,3002,62.0
2289,3062,61.0
2289,3281,57.0
2289,3342,66.0
2289,3378,62.0
2289,3519,60.0
2289,3827,67.0
2289,4000,56.0
2289,4079,66.0
2290,3699,5.0
2291,2429,12.0
2291,2864,14.0
2293,2772,36.0
2293,3064,33.0
2293,3180,39.0
2293,3199,55.0
2293,3208,41.0
2293,3307,42.0
2293,3410,41.0
2293,3530,44.0
2293,3541,40.0
2293,3947,45.0
2293,3968,34.0
2293,4020,32.0
2294,2411,37.0
2294,2418,32.0
2294,2471,36.0
2294,2655,36.0
2294,2975,20.0
2294,3088,41.0
2294,3444,23.0
2294,3721,35.0
2294,4017,28.0
2295,2328,62.0
2295,2977,55.0
2295,2997,48.0
2295,3042,49.0
2295,3235,62.0
2295,3340,67.0
2295,3393,55.0
2295,3561,58.0
2295,3572,58.0
2295,3576,59.0
2295,3627,50.0
2295,3779,50.0
2296,2341,53.0
2296,2387,44.0
2296,2502,48.0
2296,2514,50.0
2296,2564,52.0
2296,2592,60.0
2296,2594,51.0
2296,2778,48.0
2296,3128,52.0
2296,3218,63.0
2296,3644,56.0
2296,3782,48.0
2296,3794,60.0
2296,3971,56.0
2296,4010,49.0
2296,4030,60.0
2297,2794,14.0
2298,2353,17.0
2298,2531,25.0
2298,3126,27.0
2298,3703,23.0
2298,3895,39.0
2300,2345,23.0
2300,2531,25.0
2300,2980,26.0
2300,3877,25.0
2301,2402,65.0
2301,2441,80.0
2301,2673,87.0
2301,2807,69.0
2301,2860,79.0
2301,3048,68.0
2301,3217,78.0
2301,3282,72.0
2301,3287,71.0
2301,3431,79.0
2301,3442,77.0
2301,3466,70.0
2301,3478,72.0
2301,3665,80.0
2301,3720,73.0
2301,3805,73.0
2301,3900,68.0
2301,4063,64.0
2301,4064,76.0
2302,3046,3.0
2303,2436,31.0
2303,2633,31.0
2303,2905,27.0
2303,3044,27.0
2303,3103,30.0
2303,3463,29.0
2303,3595,33.0
2303,3769,30.0
2303,3932,28.0
2303,4093,30.0
2304,2721,75.0
2304,2874,62.0
2304,2895,58.0
2304,3271,61.0
2304,3324,75.0
2304,3329,68.0
2304,3528,67.0
2304,3580,82.0
2304,3642,74.0
2304,3658,58.0
2304,3736,56.0
2304,3774,57.0
2304,3922,58.0
2304,3976,57.0
2305,2311,76.0
2305,2434,85.0
2305,2470,86.0
2305,2499,77.0
2305,2658,75.0
2305,2670,71.0
2305,2742,78.0
2305,2820,75.0
2305,2943,89.0
2305,3063,77.0
2305,3213,73.0
2305,3353,72.0
2305,3364,83.0
2305,3382,87.0
2305,3388,74.0
2305,3449,68.0
2305,3469,81.0
2305,3481,82.0
2305,3688,75.0
2305,3781,85.0
2305,3789,72.0
2305,3888,82.0
2305,3964,86.0
2306,2368,48.0
2306,2428,51.0
2306,2453,49.0
2306,2458,52.0
2306,2611,64.0
2306,2789,54.0
2306,2818,50.0
2306,2921,66.0
2306,3101,55.0
2306,3108,50.0
2306,3328,52.0
2306,3520,49.0
2306,3603,63.0
2306,3660,58.0
2306,3958,55.0
2306,4044,63.0
2307,2376,47.0
2307,2605,39.0
2307,2766,55.0
2307,2767,39.0
2307,2784,40.0
2307,2818,42.0
2307,2845,37.0
2307,3345,43.0
2307,3603,55.0
2307,3604,50.0
2307,3660,50.0
2307,3848,38.0
2308,2389,36.0
2308,2430,25.0
2308,2644,28.0
2308,2693,28.0
2308,2853,30.0
2308,2940,33.0
2308,3275,27.0
2308,3279,27.0
2308,3439,27.0
2309,2520,83.0
2309,2713,77.0
2309,2765,89.0
2309,2821,84.0
2309,2884,80.0
2309,3009,83.0
2309,3066,90.0
2309,3171,96.0
2309,3350,86.0
2309,3376,81.0
2309,3522,83.0
2309,3525,85.0
2309,3726,83.0
2309,3750,88.0
2309,3816,77.0
2309,3820,94.0
2309,3857,94.0
2309,3860,88.0
2309,4005,92.0
2309,4039,95.0
2310,2342,32.0
2310,2422,29.0
2310,2444,28.0
2310,2668,33.0
2310,2886,27.0
2310,3151,32.0
2310,3190,31.0
2310,3460,24.0
2310,3496,23.0
2310,3652,29.0
2310,4043,29.0
2311,2434,79.0
2311,2499,71.0
2311,2658,69.0
2311,2670,65.0
2311,2742,72.0
2311,2820,69.0
2311,3001,64.0
2311,3063,71.0
2311,3213,67.0
2311,3353,66.0
2311,3365,70.0
2311,3388,68.0
2311,3422,64.0
2311,3449,62.0
2311,3481,76.0
2311,3597,66.0
2311,3771,56.0
2311,3781,79.0
2311,3789,66.0
2311,3984,63.0
2311,4030,69.0
2312,3039,15.0
2312,3056,20.0
2312,3570,18.0
2312,3697,20.0
2313,2633,23.0
2313,2932,17.0
2313,3138,17.0
2313,3590,19.0
2314,2950,20.0
2314,3077,19.0
2314,3186,19.0
2314,3935,19.0
2315,3223,12.0
2316,2485,54.0
2316,2891,41.0
2316,3000,45.0
2316,3043,53.0
2316,3184,41.0
2316,3284,47.0
2316,3480,38.0
2316,3505,47.0
2316,3570,30.0
2316,3832,37.0
2316,3865,43.0
2316,4002,48.0
2317,2333,92.0
2317,2347,84.0
2317,2451,96.0
2317,2648,88.0
2317,2718,95.0
2317,2721,92.0
2317,2748,99.0
2317,2769,90.0
2317,2972,88.0
2317,3059,89.0
2317,3070,97.0
2317,3116,100.0
2317,3147,95.0
2317,3221,102.0
2317,3250,102.0
2317,3324,92.0
2317,3485,90.0
2317,3580,99.0
2317,3829,92.0
2317,3839,87.0
2317,3884,89.0
2318,2541,64.0
2318,2579,51.0
2318,2797,46.0
2318,2851,52.0
2318,2947,49.0
2318,3156,58.0
2318,3264,50.0
2318,3469,66.0
2318,3486,66.0
2318,4027,51.0
2319,3705,5.0
2319,4089,7.0
2321,2343,63.0
2321,2365,49.0
2321,2636,69.0
2321,2969,52.0
2321,3131,66.0
2321,3285,48.0
2321,3395,71.0
2321,3399,72.0
2321,3408,62.0
2321,3421,63.0
2321,3483,55.0
2321,3812,50.0
2321,3813,64.0
2321,3890,58.0
2322,2327,90.0
2322,2443,88.0
2322,2501,67.0
2322,2571,83.0
2322,2592,79.0
2322,2603,88.0
2322,2688,94.0
2322,2706,92.0
2322,2714,71.0
2322,2716,93.0
2322,2717,80.0
2322,2761,78.0
2322,2790,82.0
2322,2802,92.0
2322,2834,81.0
2322,2926,92.0
2322,3144,96.0
2322,3238,96.0
2322,3265,90.0
2322,3501,84.0
2322,3544,89.0
2322,3838,84.0
2322,3946,87.0
2322,3969,83.0
2322,3979,83.0
2322,4085,82.0
2323,2340,72.0
2323,2461,67.0
2323,2615,67.0
2323,2871,64.0
2323,2903,83.0
2323,3159,82.0
2323,3282,69.0
2323,3441,74.0
2323,3547,73.0
2323,3666,71.0
2323,3678,73.0
2324,3229,34.0
2324,3400,38.0
2324,3412,40.0
2324,3876,46.0
2325,2656,16.0
2325,2832,20.0
2325,2877,20.0
2325,3495,14.0
2325,3540,21.0
2325,3728,17.0
2326,2367,29.0
2326,2494,44.0
2326,2894,33.0
2326,3219,29.0
2326,3240,44.0
2326,3363,29.0
2327,2443,88.0
2327,2571,83.0
2327,2603,88.0
2327,2688,94.0
2327,2706,92.0
2327,2714,71.0
2327,2716,93.0
2327,2717,80.0
2327,2743,91.0
2327,2761,78.0
2327,2790,82.0
2327,2802,92.0
2327,2926,92.0
2327,3004,77.0
2327,3031,92.0
2327,3144,96.0
2327,3238,96.0
2327,3265,90.0
2327,3398,78.0
2327,3501,84.0
2327,3838,84.0
2327,3946,87.0
2327,3969,83.0
2328,2401,70.0
2328,2977,65.0
2328,3040,72.0
2328,3149,72.0
2328,3218,73.0
2328,3235,72.0
2328,3340,77.0
2328,3393,65.0
2328,3561,68.0
2328,3572,68.0
2328,3620,66.0
2328,3754,61.0
2328,3779,60.0
2328,3933,58.0
2328,3979,74.0
2329,2739,47.0
2329,2773,42.0
2329,3082,42.0
2329,3367,42.0
2329,3498,40.0
2329,3559,47.0
2329,3704,44.0
2329,3766,52.0
2329,3826,39.0
2331,2337,106.0
2331,2542,94.0
2331,2568,90.0
2331,2639,83.0
2331,2657,97.0
2331,2695,89.0
2331,2786,83.0
2331,2793,94.0
2331,2885,88.0
2331,2917,90.0
2331,2927,88.0
2331,3094,99.0
2331,3211,89.0
2331,3305,86.0
2331,3360,105.0
2331,3534,90.0
2331,3543,92.0
2331,3624,89.0
2331,3880,96.0
2331,3970,93.0
2332,2366,44.0
2332,2752,50.0
2332,2758,41.0
2332,2814,49.0
2332,2823,49.0
2332,3261,57.0
2332,3302,48.0
2332,3357,50.0
2332,3658,51.0
2332,3746,47.0
2332,3908,45.0
2332,3976,50.0
2332,4046,53.0
2332,4048,46.0
2333,2721,88.0
2333,2837,85.0
2333,2937,88.0
2333,3070,93.0
2333,3116,96.0
2333,3147,91.0
2333,3324,88.0
2333,3342,76.0
2333,3457,84.0
2333,3658,71.0
2333,3659,80.0
2333,3827,77.0
2333,3829,88.0
2333,3839,83.0
2333,3884,85.0
2333,3922,71.0
2333,4079,76.0
2334,2488,84.0
2334,2692,81.0
2334,2699,80.0
2334,2760,70.0
2334,2848,66.0
2334,2963,71.0
2334,2993,75.0
2334,2996,81.0
2334,3133,70.0
2334,3183,69.0
2334,3420,80.0
2334,3486,77.0
2334,3807,69.0
2334,3821,70.0
2334,3912,90.0
2334,3944,71.0
2334,4004,72.0
2334,4013,86.0
2334,4056,84.0
2335,2443,68.0
2335,2571,63.0
2335,2603,68.0
2335,2690,38.0
2335,2714,51.0
2335,2761,58.0
2335,2790,62.0
2335,3031,72.0
2335,3175,41.0
2335,3448,68.0
2335,3529,58.0
2335,3696,38.0
2336,2374,82.0
2336,2390,64.0
2336,2730,83.0
2336,3068,81.0
2336,3133,70.0
2336,3274,67.0
2336,3420,80.0
2336,3646,80.0
2336,3749,84.0
2336,3807,69.0
2336,3842,70.0
2336,3951,82.0
2336,4013,86.0
2337,2360,109.0
2337,2361,103.0
2337,2542,108.0
2337,2582,102.0
2337,2629,89.0
2337,2657,111.0
2337,2695,103.0
2337,2756,98.0
2337,2793,108.0
2337,2917,104.0
2337,2924,97.0
2337,2941,115.0
2337,3051,108.0
2337,3094,113.0
2337,3360,119.0
2337,3758,92.0
2337,3882,113.0
2337,3970,107.0
2339,2386,67.0
2339,2595,77.0
2339,2642,74.0
2339,2860,80.0
2339,3266,83.0
2339,3325,75.0
2339,3366,77.0
2339,3431,80.0
2339,3598,64.0
2339,3614,72.0
2339,3665,81.0
2339,3833,75.0
2339,3843,65.0
2340,2360,88.0
2340,2361,82.0
2340,2590,75.0
2340,2615,73.0
2340,2793,87.0
2340,2871,70.0
2340,3051,87.0
2340,3139,57.0
2340,3244,72.0
2340,3565,74.0
2340,3666,77.0
2340,3678,79.0
2340,3972,75.0
2340,3978,69.0
2341,2401,61.0
2341,2501,49.0
2341,2514,51.0
2341,2592,61.0
2341,2594,52.0
2341,2834,63.0
2341,2839,45.0
2341,3128,53.0
2341,3218,64.0
2341,3838,66.0
